gene	bias1	bias2	bias3	mean	SD
Sm_t00001259-RA	16.8	16.4	20	17.7333333333333	1.9731531449265
Sm_t00001261-RA	13.27	20.35	25.27	19.63	6.03231298922727
Sm_t00001262-RA	56.13	46.34	100	67.49	28.5768455222056
Sm_t00001268-RA	100	100	100	100	0
Sm_t00001271-RA	34.91	27.42	8.95	23.76	13.361403369407
Sm_t00001302-RA	25.33	22.91	17.81	22.0166666666667	3.83876716320922
Sm_t00001303-RA	21.94	31.45	32.29	28.56	5.7484519655295
Sm_t00001304-RA	24.36	22.13	30.64	25.71	4.41269758764409
Sm_t00001309-RA	25.83	29.38	34.46	29.89	4.33754538881151
Sm_t00001311-RA	73.69	70.33	65.76	69.9266666666667	3.98035593048327
Sm_t00001316-RA	28.96	20.7	30.76	26.8066666666667	5.36456273458829
Sm_t00001318-RA	9.36	25.28	NA	17.32	11.2571399564898
Sm_t00001319-RA	12.08	16.71	30.45	19.7466666666667	9.55406894120685
Sm_t00001320-RA	17.5	16.23	18.14	17.29	0.972162537850539
Sm_t00001321-RA	28.89	27.9	23.14	26.6433333333333	3.07409065145017
Sm_t00001322-RA	51.68	66.47	54.96	57.7033333333333	7.76726678654296
Sm_t00001323-RA	7.08	12.6	12.98	10.8866666666667	3.30214071979577
Sm_t00001326-RA	34.44	26.44	25.82	28.9	4.80778535294578
Sm_t00001327-RA	37.52	26.99	35.95	33.4866666666667	5.68077752894209
Sm_t00001328-RA	41.86	42.24	44.51	42.87	1.43293405291381
Sm_t00001329-RA	34.52	41.25	35.27	37.0133333333333	3.68817479701455
Sm_t00001331-RA	15.78	17.67	15.96	16.47	1.04312031904282
Sm_t00001332-RA	48.56	36.05	NA	42.305	8.84590583264371
Sm_t00001333-RA	26.11	28.63	30.65	28.4633333333333	2.27458421108855
Sm_t00001335-RA	12.99	15.35	11.3	13.2133333333333	2.03421565556195
Sm_t00001336-RA	22	14.68	22.27	19.65	4.30626288096767
Sm_t00001337-RA	20.2	16.39	10.86	15.8166666666667	4.69632125533734
Sm_t00001338-RA	32.23	33.04	28.85	31.3733333333333	2.22248359573998
Sm_t00001339-RA	6.55	9.09	12.13	9.25666666666667	2.79373107748998
Sm_t00001340-RA	51.86	49.98	43.04	48.2933333333333	4.64561441935653
Sm_t00001341-RA	7.69	10.56	12.68	10.31	2.50437616982753
Sm_t00001343-RA	66.67	100	100	88.89	19.2430844720902
Sm_t00001344-RA	5.43	22.12	32.31	19.9533333333333	13.5703512604992
Sm_t00001347-RA	24.87	31.51	30.24	28.8733333333333	3.52466074017533
Sm_t00001348-RA	37.35	21.69	26.97	28.67	7.96720779194317
Sm_t00001350-RA	NA	34.08	28.58	31.33	3.88908729652601
Sm_t00001352-RA	15.57	20.3	35.79	23.8866666666667	10.5763998285491
Sm_t00001353-RA	NA	50.36	52.96	51.66	1.83847763108502
Sm_t00001355-RA	67.99	63.6	65.46	65.6833333333333	2.20350478405047
Sm_t00001356-RA	35.67	55.58	27.25	39.5	14.5481579589995
Sm_t00001357-RA	30.2	33.02	20.95	28.0566666666667	6.31400295639251
Sm_t00001358-RA	46.98	61.58	52.34	53.6333333333333	7.38542709214121
Sm_t00001359-RA	28.25	28.21	29.51	28.6566666666667	0.739278927965172
Sm_t00001360-RA	16.5	22.29	30.42	23.07	6.99270333991083
Sm_t00001361-RA	27.54	19.16	18.27	21.6566666666667	5.11451203276846
Sm_t00001367-RA	59.82	53.23	58.34	57.13	3.45761478479023
Sm_t00001368-RA	31.49	33.53	26.93	30.65	3.37923068167889
Sm_t00001371-RA	43.57	31.82	48	41.13	8.36141734396747
Sm_t00001372-RA	12.91	12.12	15.47	13.5	1.75119958885331
Sm_t00001373-RA	26.03	18.13	31.73	25.2966666666667	6.82959247198055
Sm_t00001374-RA	6.3	26.22	11.69	14.7366666666667	10.3035544028909
Sm_t00001375-RA	4.11	37.14	3.57	14.94	19.2276597639962
Sm_t00001376-RA	1.69	9.09	7.39	6.05666666666667	3.87599449604012
Sm_t00001377-RA	32.06	18.3	21.48	23.9466666666667	7.20400814361931
Sm_t00001378-RA	23.78	30.93	22.82	25.8433333333333	4.43125640573115
Sm_t00001379-RA	0	30.81	NA	15.405	21.7859599283575
Sm_t00001380-RA	9.17	10.29	29.7	16.3866666666667	11.5432765423572
Sm_t00001381-RA	24	12.17	6.36	14.1766666666667	8.98957359018398
Sm_t00001387-RA	39.02	45.1	42.72	42.28	3.06378850445
Sm_t00001389-RA	44.64	37.83	36.2	39.5566666666667	4.47710099655272
Sm_t00001390-RA	21.8	25.76	26.02	24.5266666666667	2.36493833605304
Sm_t00001396-RA	37.23	36.07	37.73	37.01	0.851586754241749
Sm_t00001397-RA	33.48	28	38.12	33.2	5.06580694460419
Sm_t00001398-RA	29.87	20.07	20.9	23.6133333333333	5.43430154972406
Sm_t00001401-RA	36.43	33.94	37.77	36.0466666666667	1.94356202199296
Sm_t00001402-RA	28.44	36.24	24.96	29.88	5.7762271423482
Sm_t00001409-RA	50.15	56.79	49.29	52.0766666666667	4.10445286650162
Sm_t00001410-RA	33.22	32.54	19.46	28.4066666666667	7.75549697526427
Sm_t00001411-RA	36.19	39.52	26.62	34.11	6.69681267469832
Sm_t00001415-RA	18.9	19.01	23.33	20.4133333333333	2.52650615145369
Sm_t00001416-RA	11.04	15.02	7.82	11.2933333333333	3.60667898950452
Sm_t00001417-RA	3.5	11.98	28.7	14.7266666666667	12.8225634462588
Sm_t00001418-RA	7.41	8.79	25.09	13.7633333333333	9.83341920866457
Sm_t00001421-RA	55.15	59.18	54.59	56.3066666666667	2.50408333194671
Sm_t00001422-RA	27.29	20.47	24.04	23.9333333333333	3.41125099242687
Sm_t00001424-RA	32.88	49.98	24.76	35.8733333333333	12.8736992870477
Sm_t00001426-RA	9.61	17.84	15.78	14.41	4.28262769803774
Sm_t00001430-RA	17.11	20.58	12.72	16.8033333333333	3.93896348464077
Sm_t00001431-RA	30.54	27.39	26.31	28.08	2.19779434888708
Sm_t00001432-RA	18.06	21.04	19.48	19.5266666666667	1.49054799766171
Sm_t00001434-RA	27.68	28.35	31.07	29.0333333333333	1.79533655155053
Sm_t00001436-RA	6.49	7.91	12.92	9.10666666666667	3.37790368917371
Sm_t00001438-RA	7	3.46	10.23	6.89666666666667	3.38618270820305
Sm_t00001439-RA	25.22	31.16	21.02	25.8	5.09482089969805
Sm_t00001443-RA	34.24	42.57	24.72	33.8433333333333	8.93160866436351
Sm_t00001444-RA	44.25	43.77	49.26	45.76	3.04057560340143
Sm_t00001445-RA	47.25	47.79	49.8	48.28	1.34376337202649
Sm_t00001446-RA	25.63	37.65	23.42	28.9	7.65786523778004
Sm_t00001447-RA	30.65	24.69	37.81	31.05	6.56913997415187
Sm_t00001449-RA	26.24	37.05	31.14	31.4766666666667	5.41285814827373
Sm_t00001451-RA	19.81	22.46	29.7	23.99	5.11944332911304
Sm_t00001452-RA	26.56	22.69	29.03	26.0933333333333	3.19565851325409
Sm_t00001453-RA	20.44	35.63	NA	28.035	10.7409520062237
Sm_t00001457-RA	22.93	28.4	15.01	22.1133333333333	6.73225321369698
Sm_t00001459-RA	37.21	17.5	34.43	29.7133333333333	10.6680004374453
Sm_t00001463-RA	19.4	13.87	26.45	19.9066666666667	6.3052861420663
Sm_t00001464-RA	21.35	36.3	18.91	25.52	9.4151314382753
Sm_t00001465-RA	16.95	29.05	22.63	22.8766666666667	6.05377017513329
Sm_t00001470-RA	40.19	46.19	33.02	39.8	6.5936560419846
Sm_t00001472-RA	27.16	20.74	NA	23.95	4.53962553521764
Sm_t00001473-RA	7.42	5.69	9.66	7.59	1.99045220992618
Sm_t00001478-RA	17.53	34.43	22.34	24.7666666666667	8.70741255100121
Sm_t00001479-RA	39.93	26.02	30.59	32.18	7.09
Sm_t00001481-RA	23.63	24.99	15.34	21.32	5.22328440734372
Sm_t00001483-RA	75.25	64.02	100	79.7566666666667	18.4084935106959
Sm_t00001484-RA	27.87	38.09	28.95	31.6366666666667	5.61477811968856
Sm_t00001485-RA	29.43	27.19	25.11	27.2433333333333	2.1604937707231
Sm_t00001486-RA	20.69	21.5	9.4	17.1966666666667	6.76424669370754
Sm_t00001487-RA	52.41	58.75	39.05	50.07	10.0563015070154
Sm_t00001488-RA	30.84	26.11	31.22	29.39	2.84691060625373
Sm_t00001489-RA	29.54	27.45	30.68	29.2233333333333	1.63811883980782
Sm_t00001491-RA	66.84	69.89	72.99	69.9066666666667	3.07503387515216
Sm_t00001493-RA	10.9	50.88	23.43	28.4033333333333	20.4487318270188
Sm_t00001494-RA	20.97	19.96	19.1	20.01	0.936002136749696
Sm_t00001497-RA	15.1	20.25	14.2	16.5166666666667	3.2643273937112
Sm_t00001498-RA	77.37	100	100	92.4566666666667	13.0654365917612
Sm_t00001499-RA	16.33	21.66	24.03	20.6733333333333	3.94368271205143
Sm_t00001504-RA	0.49	5.92	0.25	2.22	3.20654019154602
Sm_t00001507-RA	24.28	19.31	25.28	22.9566666666667	3.19744168568144
Sm_t00001508-RA	23.12	19.29	25.86	22.7566666666667	3.30003535334598
Sm_t00001511-RA	35.09	47.32	45.72	42.71	6.64742807407496
Sm_t00001513-RA	25.51	21.06	19.68	22.0833333333333	3.04674142869613
Sm_t00001514-RA	30.76	33.15	10.55	24.82	12.4158245799464
Sm_t00001517-RA	24.66	24.22	32.57	27.15	4.6990105341444
Sm_t00001518-RA	43.74	43.01	54.42	47.0566666666667	6.38727119616299
Sm_t00001519-RA	4.71	9.09	5.25	6.35	2.38822109529248
Sm_t00001521-RA	8.87	19.41	17.44	15.24	5.60382904807061
Sm_t00001523-RA	46.18	36.87	35.79	39.6133333333333	5.71248048866106
Sm_t00001524-RA	36.91	35.42	38.31	36.88	1.44523354514072
Sm_t00001525-RA	18.23	11.81	17.06	15.7	3.41925430466937
Sm_t00001528-RA	15.66	38.1	43.58	32.4466666666667	14.7936382723566
Sm_t00001529-RA	26.04	28.47	24.73	26.4133333333333	1.89774427501003
Sm_t00001530-RA	34.35	44.34	18.72	32.47	12.9130515371077
Sm_t00001531-RA	14.72	15.72	37.61	22.6833333333333	12.9365386921438
Sm_t00001532-RA	5.75	13.81	10.41	9.99	4.04638109920457
Sm_t00001533-RA	17.33	0.66	8.41	8.8	8.34184032453271
Sm_t00001534-RA	11.06	11.81	15.98	12.95	2.65071688416549
Sm_t00001537-RA	7.69	0	13.98	7.22333333333333	7.00167360945462
Sm_t00001538-RA	17.84	15.31	18.06	17.07	1.52816883883948
Sm_t00001540-RA	20.92	21.59	17.06	19.8566666666667	2.44504260358247
Sm_t00001542-RA	37.47	29.13	26.75	31.1166666666667	5.62936349273462
Sm_t00001543-RA	23.09	28.42	27.39	26.3	2.82724247279925
Sm_t00001544-RA	21.98	18.43	19.32	19.91	1.84707877471428
Sm_t00001545-RA	6.94	10.6	13.39	10.31	3.23476428816691
Sm_t00001547-RA	28.03	31.11	35.72	31.62	3.87028422728874
Sm_t00001551-RA	17.73	10.43	21.12	16.4266666666667	5.46287775200337
Sm_t00001552-RA	26.11	33.55	30.02	29.8933333333333	3.72161703206191
Sm_t00001553-RA	36.75	75.6	NA	56.175	27.4710984490974
Sm_t00001554-RA	47.86	42.03	39.38	43.09	4.3382369690924
Sm_t00001555-RA	52.24	54.85	45.1	50.73	5.04734583717026
Sm_t00001556-RA	72.29	100	60	77.43	20.4893801760815
Sm_t00001558-RA	25.21	29.3	48.23	34.2466666666667	12.2813775014586
Sm_t00001559-RA	28.09	26.7	NA	27.395	0.982878425849301
Sm_t00001565-RA	24.5	15.49	30.71	23.5666666666667	7.65280558575307
Sm_t00001567-RA	22.13	11.86	17.82	17.27	5.15704372678766
Sm_t00001575-RA	15.28	15.97	11.5	14.25	2.40642888945425
Sm_t00001576-RA	10.31	11.26	7.94	9.83666666666667	1.70986354231364
Sm_t00001578-RA	12.32	20.74	17.57	16.8766666666667	4.25260312436199
Sm_t00001579-RA	35.11	23.46	16.93	25.1666666666667	9.20937746719795
Sm_t00001580-RA	9.33	5.38	7.28	7.33	1.97547462651384
Sm_t00001581-RA	38.37	45.75	NA	42.06	5.21844804515672
Sm_t00001582-RA	64.63	63.83	62.18	63.5466666666667	1.24933315546068
Sm_t00001583-RA	12.07	25.74	19.49	19.1	6.84333982789106
Sm_t00001584-RA	58.13	60.07	58.45	58.8833333333333	1.04006410058868
Sm_t00001585-RA	48.56	44.55	46.73	46.6133333333333	2.00754410495345
Sm_t00001586-RA	56.41	47.26	NA	51.835	6.47002704785691
Sm_t00001588-RA	19.54	23.24	22.59	21.79	1.97547462651384
Sm_t00001589-RA	22.3	20.17	28.34	23.6033333333333	4.238069529082
Sm_t00001590-RA	24.02	25.34	34.55	27.97	5.73654076948818
Sm_t00001591-RA	48.14	43.68	54.34	48.72	5.35361560069455
Sm_t00001592-RA	40.47	43.65	46.47	43.53	3.00179946032376
Sm_t00001593-RA	15.88	12.4	18.95	15.7433333333333	3.27713797898919
Sm_t00001594-RA	24.01	33.51	NA	28.76	6.7175144212722
Sm_t00001595-RA	18.84	29	6.12	17.9866666666667	11.4638446139737
Sm_t00001596-RA	19.47	17.27	16.68	17.8066666666667	1.47038543699716
Sm_t00001597-RA	46.47	49.14	49.78	48.4633333333333	1.75568600077956
Sm_t00001598-RA	5.66	27.39	8.67	13.9066666666667	11.7734970732291
Sm_t00001601-RA	44.9	45.54	52.73	47.7233333333333	4.34769287477086
Sm_t00001603-RA	7	7.9	10.18	8.36	1.63914611917303
Sm_t00001604-RA	25.92	26.61	24.92	25.8166666666667	0.849725445854913
Sm_t00001605-RA	21.05	21.44	26.37	22.9533333333333	2.96533865407197
Sm_t00001606-RA	24.12	23	21.58	22.9	1.27294933127757
Sm_t00001607-RA	13.26	13.53	16.74	14.51	1.9359493795035
Sm_t00001608-RA	30.7	41.63	44.2	38.8433333333333	7.16844706567143
Sm_t00001609-RA	24.37	31.33	28.87	28.19	3.52947588177055
Sm_t00001616-RA	18.85	12.86	9.22	13.6433333333333	4.86255419849829
Sm_t00001617-RA	9.93	15.3	23.82	16.35	7.00427726464337
Sm_t00001619-RA	19.34	29.33	34.79	27.82	7.83490267967637
Sm_t00001620-RA	32.02	36.64	31.88	33.5133333333333	2.70867741404054
Sm_t00001621-RA	17.23	10.46	NA	13.845	4.78711290863293
Sm_t00001622-RA	36.96	31.26	28.21	32.1433333333333	4.44137741397118
Sm_t00001623-RA	9.06	10.15	11.7	10.3033333333333	1.32666247905537
Sm_t00001624-RA	83.75	70.18	72	75.31	7.36568394651847
Sm_t00001628-RA	20.9	23.1	NA	22	1.55563491861041
Sm_t00001629-RA	18.2	18.58	18.5	18.4266666666667	0.200333056017556
Sm_t00001631-RA	11.16	7.92	7.17	8.75	2.12054238344816
Sm_t00001632-RA	25.71	27.02	25.99	26.24	0.689855057240287
Sm_t00001633-RA	17.66	22.23	24.23	21.3733333333333	3.36773415419527
Sm_t00001634-RA	20.62	19.61	16.03	18.7533333333333	2.41193559891912
Sm_t00001636-RA	17.6	32.03	16.02	21.8833333333333	8.82271122350343
Sm_t00001637-RA	15.69	31.07	30.81	25.8566666666667	8.80555127935403
Sm_t00001639-RA	16.27	14.77	18.81	16.6166666666667	2.04218836871953
Sm_t00001641-RA	25.81	28.93	25.18	26.64	2.00805876408037
Sm_t00001643-RA	20.56	20.82	21.09	20.8233333333333	0.265015722804013
Sm_t00001644-RA	11.73	22.84	19.71	18.0933333333333	5.72872004319755
Sm_t00001645-RA	2.2	4.24	1.8	2.74666666666667	1.30863796878026
Sm_t00001648-RA	27.95	21.73	24.99	24.89	3.11120555412207
Sm_t00001649-RA	27.75	25.52	NA	26.635	1.576848122046
Sm_t00001652-RA	37.75	37.52	40.57	38.6133333333333	1.69842083516817
Sm_t00001657-RA	11.95	16.51	17.17	15.21	2.8424637200851
Sm_t00001658-RA	9.33	12.11	3.57	8.33666666666667	4.35579307742383
Sm_t00001659-RA	14.43	21.41	34.61	23.4833333333333	10.2485185921348
Sm_t00001660-RA	2.02	2.65	8.06	4.24333333333333	3.32030621077836
Sm_t00001661-RA	16.95	19.4	20.97	19.1066666666667	2.0259894701931
Sm_t00001662-RA	25.92	22.86	16.49	21.7566666666667	4.81084538655457
Sm_t00001664-RA	34.06	42.81	35.67	37.5133333333333	4.65714862693186
Sm_t00001665-RA	7.12	20	26.41	17.8433333333333	9.82417596205063
Sm_t00001666-RA	22.61	13.77	19.56	18.6466666666667	4.49021528808289
Sm_t00001668-RA	12.52	13.99	18.37	14.96	3.04323840669771
Sm_t00001669-RA	40.69	32.79	26.81	33.43	6.96209738512756
Sm_t00001671-RA	100	100	100	100	0
Sm_t00001680-RA	15.49	9.33	11.16	11.9933333333333	3.16342114384622
Sm_t00001681-RA	22.89	15.48	21.71	20.0266666666667	3.98148632213315
Sm_t00001682-RA	7.58	6.36	15.05	9.66333333333333	4.70470332043725
Sm_t00001683-RA	23.35	27.37	24.31	25.01	2.09942849366203
Sm_t00001684-RA	8.42	12.9	7.49	9.60333333333333	2.89261703883064
Sm_t00001686-RA	11.08	16.77	19.24	15.6966666666667	4.1845469687092
Sm_t00001687-RA	0.11	4.83	18.01	7.65	9.27721941100888
Sm_t00001688-RA	23.67	35.48	10.96	23.37	12.2627525458194
Sm_t00001689-RA	52.84	50.48	40.84	48.0533333333333	6.3573998877948
Sm_t00001691-RA	28.78	16.06	32.08	25.64	8.45900703392544
Sm_t00001693-RA	23.14	10.24	23.03	18.8033333333333	7.41626815408756
Sm_t00001694-RA	13.18	17.52	24.48	18.3933333333333	5.70039764694827
Sm_t00001696-RA	19.74	10.67	13.42	14.61	4.65062361409736
Sm_t00001697-RA	11.05	6.63	17.36	11.68	5.39267095232038
Sm_t00001699-RA	6.75	13.49	12.33	10.8566666666667	3.60346129899203
Sm_t00001700-RA	36.2	49.15	30.98	38.7766666666667	9.35503251375073
Sm_t00001705-RA	65.08	37.7	36.38	46.3866666666667	16.2023496238457
Sm_t00001706-RA	12.41	13.34	20.78	15.51	4.58758106195411
Sm_t00001707-RA	12.67	10.54	14.2	12.47	1.8381784461798
Sm_t00001708-RA	27.36	29.27	27.49	28.04	1.06719257868484
Sm_t00001710-RA	11.73	16.3	18.83	15.62	3.59851358202244
Sm_t00001719-RA	36.2	23.81	32.05	30.6866666666667	6.30650722138121
Sm_t00001720-RA	26.4	10.22	25.63	20.75	9.12737092486111
Sm_t00001723-RA	27.55	20.84	NA	24.195	4.74468650176173
Sm_t00001725-RA	31.74	42.61	44.22	39.5233333333333	6.78846325270553
Sm_t00001726-RA	23.57	23.12	31.95	26.2133333333333	4.97319146357079
Sm_t00001727-RA	11.4	9.77	32.26	17.81	12.5405781365932
Sm_t00001728-RA	5.54	5.48	19.11	10.0433333333333	7.85202097127442
Sm_t00001729-RA	15.07	18.96	12.09	15.3733333333333	3.44503023692584
Sm_t00001730-RA	19.18	28.25	14.12	20.5166666666667	7.15920619435796
Sm_t00001731-RA	30.24	21.25	37.01	29.5	7.90601669616249
Sm_t00001732-RA	28.1	29.48	25.37	27.65	2.0916261616264
Sm_t00001733-RA	100	100	100	100	0
Sm_t00001734-RA	78.84	77.27	81.86	79.3233333333333	2.33285947569358
Sm_t00001735-RA	13.54	17.84	33.58	21.6533333333333	10.5501911515068
Sm_t00001736-RA	100	100	100	100	0
Sm_t00001740-RA	31.8	57.15	27.78	38.91	15.9236710591496
Sm_t00001741-RA	58.93	62.6	63.41	61.6466666666667	2.38730671119849
Sm_t00001742-RA	50.6	55.25	44.34	50.0633333333333	5.47476331299658
Sm_t00001743-RA	20.6	20.49	18.67	19.92	1.08392804189208
Sm_t00001745-RA	21.35	28.7	NA	25.025	5.19723484172112
Sm_t00001750-RA	8.65	5.31	31.22	15.06	14.0942576959555
Sm_t00001753-RA	12.09	17.67	25.37	18.3766666666667	6.66814316982872
Sm_t00001754-RA	4.99	8.03	12.3	8.44	3.67220642121327
Sm_t00001755-RA	21.31	25.58	46.79	31.2266666666667	13.6462900941367
Sm_t00001756-RA	18.06	13.2	17.64	16.3	2.69287949971773
Sm_t00001757-RA	24.26	23.27	21.96	23.1633333333333	1.15370417929959
Sm_t00001761-RA	36.85	30.08	36.77	34.5666666666667	3.88577319633215
Sm_t00001762-RA	36.63	32.44	37.66	35.5766666666667	2.76482066929002
Sm_t00001764-RA	11.97	6.23	23.13	13.7766666666667	8.59363330223796
Sm_t00001765-RA	13.89	20.8	25.86	20.1833333333333	6.00877968753501
Sm_t00001766-RA	49.09	57.58	52.82	53.1633333333333	4.25540049035732
Sm_t00001767-RA	33.26	25.11	22.07	26.8133333333333	5.78619333701643
Sm_t00001768-RA	8.9	4.94	11.04	8.29333333333333	3.09492056979389
Sm_t00001769-RA	5.84	4.73	9.59	6.72	2.54670375191148
Sm_t00001771-RA	18.39	30.37	NA	24.38	8.47113923861484
Sm_t00001773-RA	21.36	21	28.62	23.66	4.2992557495455
Sm_t00001774-RA	9	17.05	17.52	14.5233333333333	4.78911613278832
Sm_t00001775-RA	14.72	18.32	31.19	21.41	8.65888560959203
Sm_t00001779-RA	20.01	17.48	20.58	19.3566666666667	1.65004040354572
Sm_t00001780-RA	4.83	7.45	28.67	13.65	13.0734999139481
Sm_t00001781-RA	100	60.78	76.47	79.0833333333333	19.7401680168466
Sm_t00001782-RA	68.91	73.77	77.86	73.5133333333333	4.48051708325427
Sm_t00001783-RA	36.46	38.58	NA	37.52	1.49906637611548
Sm_t00001785-RA	8.58	8.54	15.54	10.8866666666667	4.02995450760096
Sm_t00001786-RA	24.68	33.1	33.68	30.4866666666667	5.03707587130999
Sm_t00001787-RA	18.48	17.19	21.73	19.1333333333333	2.33945150266752
Sm_t00001788-RA	47.03	13.2	NA	30.115	23.9214224075409
Sm_t00001789-RA	19.24	35.61	27.7	27.5166666666667	8.18653976557455
Sm_t00001792-RA	9.83	27.56	NA	18.695	12.5370032304375
Sm_t00001793-RA	44.25	58.02	57.01	53.0933333333333	7.67518295113109
Sm_t00001794-RA	9.29	11.89	4.61	8.59666666666667	3.68919141999075
Sm_t00001797-RA	100	100	100	100	0
Sm_t00001798-RA	15.51	16.51	14.95	15.6566666666667	0.790274214012665
Sm_t00001800-RA	70.85	70.42	76.78	72.6833333333333	3.55432600268087
Sm_t00001801-RA	8.67	7.07	14.1	9.94666666666667	3.6847840280447
Sm_t00001803-RA	26.66	18.94	21.53	22.3766666666667	3.92902447604152
Sm_t00001805-RA	42.74	42.24	43.56	42.8466666666667	0.666433292485702
Sm_t00001806-RA	15.58	15.11	10.84	13.8433333333333	2.61155764503358
Sm_t00001810-RA	9.42	6.92	19.97	12.1033333333333	6.92645893175823
Sm_t00001811-RA	9.52	21.66	14.15	15.11	6.12667120057866
Sm_t00001814-RA	18.84	24.99	41.55	28.46	11.745922696834
Sm_t00001815-RA	17.17	21.02	39.61	25.9333333333333	11.9997513863135
Sm_t00001817-RA	13.79	21.54	26.56	20.63	6.43345163967213
Sm_t00001818-RA	39.43	39.1	6.98	28.5033333333333	18.6404837204761
Sm_t00001819-RA	45.33	35.98	47.71	43.0066666666667	6.20053492316053
Sm_t00001820-RA	7.65	1.32	15.5	8.15666666666667	7.10356483276765
Sm_t00001821-RA	14.74	16.77	26.51	19.34	6.29181213959858
Sm_t00001827-RA	62.91	66.73	100	76.5466666666667	20.4007900173825
Sm_t00001828-RA	100	60	46.67	68.89	27.7542122929115
Sm_t00001829-RA	10.1	6.72	15.86	10.8933333333333	4.62135622229377
Sm_t00001830-RA	38.82	20.21	31.31	30.1133333333333	9.36253348903668
Sm_t00001834-RA	49.3	48.12	62.12	53.18	7.76471506238317
Sm_t00001836-RA	46.22	36.84	29.58	37.5466666666667	8.34247764955552
Sm_t00001838-RA	12.7	20.81	12.83	15.4466666666667	4.64523770471795
Sm_t00001839-RA	29.21	40.7	33.73	34.5466666666667	5.78837052488292
Sm_t00001840-RA	16.11	16.74	30.65	21.1666666666667	8.21884622884096
Sm_t00001841-RA	22.5	33.56	11.26	22.44	11.1501210755758
Sm_t00001842-RA	26.96	27.81	27.12	27.2966666666667	0.451700490738423
Sm_t00001843-RA	17.34	15.5	18.49	17.11	1.50821086058946
Sm_t00001844-RA	25.54	43.4	36.37	35.1033333333333	8.99712361442996
Sm_t00001845-RA	7.35	5.2	14.98	9.17666666666667	5.13951683851054
Sm_t00001847-RA	21.35	37.55	39.39	32.7633333333333	9.92695992403179
Sm_t00001849-RA	2.54	6.28	6.85	5.22333333333333	2.3412461069553
Sm_t00001850-RA	11.53	12.62	9.29	11.1466666666667	1.69777305118597
Sm_t00001851-RA	53.2	45.17	49.21	49.1933333333333	4.01502594429144
Sm_t00001852-RA	26.12	23.38	20.79	23.43	2.66535175914925
Sm_t00001857-RA	8.8	25.51	8.28	14.1966666666667	9.80108327346183
Sm_t00001858-RA	12.46	8.23	14.64	11.7766666666667	3.25917678767712
Sm_t00001859-RA	13.03	30.09	28.63	23.9166666666667	9.45634883733322
Sm_t00001862-RA	44.39	45.91	49.01	46.4366666666667	2.35459833800445
Sm_t00001863-RA	48.63	32.83	42.33	41.2633333333333	7.95382507560566
Sm_t00001864-RA	24.21	30.99	NA	27.6	4.79418397644479
Sm_t00001865-RA	18.81	16.71	29.16	21.56	6.66502063012561
Sm_t00001866-RA	7.14	6.47	11.84	8.48333333333333	2.92619776046209
Sm_t00001867-RA	39.67	43.06	NA	41.365	2.3970919882224
Sm_t00001870-RA	17.45	14.52	14.73	15.5666666666667	1.63439081413637
Sm_t00001872-RA	31.75	19.86	24.22	25.2766666666667	6.01501731779164
Sm_t00001873-RA	34.79	37.57	45.62	39.3266666666667	5.62464517399394
Sm_t00001874-RA	33.94	35.9	33.38	34.4066666666667	1.32322837535073
Sm_t00001876-RA	38.32	44.2	45.54	42.6866666666667	3.84053815673446
Sm_t00001877-RA	37.29	43.05	24.34	34.8933333333333	9.58248575962069
Sm_t00001878-RA	38.09	33.59	35.18	35.62	2.28203856233851
Sm_t00001879-RA	18.37	15.95	25.73	20.0166666666667	5.09369544960565
Sm_t00001881-RA	45.28	48.95	48.05	47.4266666666667	1.91275542956577
Sm_t00001882-RA	30.1	31.29	30.35	30.58	0.627455177682038
Sm_t00001883-RA	13.19	19.12	23.36	18.5566666666667	5.10834937463495
Sm_t00001884-RA	72.38	68.76	67.48	69.54	2.54141692762128
Sm_t00001885-RA	40.63	42.42	41.22	41.4233333333333	0.91215861193837
Sm_t00001886-RA	52.51	52.32	46.05	50.2933333333333	3.6760622047693
Sm_t00001887-RA	14.08	20.72	18.64	17.8133333333333	3.39631172499424
Sm_t00001888-RA	58.02	22.69	19.75	33.4866666666667	21.2972822992356
Sm_t00001889-RA	0.58	4.9	1.25	2.24333333333333	2.325001792114
Sm_t00001890-RA	33.39	25.66	29.81	29.62	3.86850100168011
Sm_t00001891-RA	38.61	52.6	37.82	43.01	8.3145715463877
Sm_t00001892-RA	13.99	12.71	17.59	14.7633333333333	2.5302437300255
Sm_t00001893-RA	65.86	60.38	54.66	60.3	5.60042855503041
Sm_t00001894-RA	40.69	42.93	40.4	41.34	1.38459380325061
Sm_t00001896-RA	67.03	70.38	66.82	68.0766666666667	1.99750677929596
Sm_t00001898-RA	7.69	6.84	6.85	7.12666666666667	0.487886598845811
Sm_t00001899-RA	26.75	57.89	NA	42.32	22.0193051661491
Sm_t00001900-RA	6.85	4	9.53	6.79333333333333	2.76543546902352
Sm_t00001901-RA	18.73	10.78	14.24	14.5833333333333	3.98610503290284
Sm_t00001902-RA	16.9	12.71	19.72	16.4433333333333	3.52724160404888
Sm_t00001903-RA	44.8	40.89	49.57	45.0866666666667	4.3470948153144
Sm_t00001904-RA	29.29	22.39	19.93	23.87	4.8523396418635
Sm_t00001905-RA	9.82	19.83	14.73	14.7933333333333	5.0053005237781
