gene	bias1	bias2	bias3	mean	SD
Sm_t00000650-RA	29.63	26.88	26.19	27.5666666666667	1.81989926461146
Sm_t00000651-RA	49.44	53.6	39.78	47.6066666666667	7.09005876797459
Sm_t00000652-RA	39.25	12.43	NA	25.84	18.9646038714232
Sm_t00000653-RA	40.82	38.35	35.1	38.09	2.86884994379281
Sm_t00000654-RA	6.06	11.53	12.85	10.1466666666667	3.60017129222115
Sm_t00000655-RA	27.74	10.66	17	18.4666666666667	8.63394077657088
Sm_t00000656-RA	19.92	30.65	27.41	25.9933333333333	5.50349283031543
Sm_t00000657-RA	10.94	28.12	17.4	18.82	8.6775803078969
Sm_t00000658-RA	37.76	32.87	37.89	36.1733333333333	2.86150892595731
Sm_t00000659-RA	18.21	17.69	18.31	18.07	0.332866339541864
Sm_t00000660-RA	35.55	34.82	30.88	33.75	2.5121504732002
Sm_t00000661-RA	13.26	10.48	30.7	18.1466666666667	10.9600060827234
Sm_t00000662-RA	57.37	51.97	62.97	57.4366666666667	5.50030302195555
Sm_t00000664-RA	51.25	47.28	60.28	52.9366666666667	6.66210427217507
Sm_t00000667-RA	26.01	24.81	26.17	25.6633333333333	0.743325859454207
Sm_t00000668-RA	16.68	28.51	28.44	24.5433333333333	6.80993636778886
Sm_t00000673-RA	44.87	36.63	NA	40.75	5.82655987697715
Sm_t00000674-RA	13.08	14.46	27.87	18.47	8.16982863957378
Sm_t00000675-RA	100	100	71.43	90.4766666666667	16.4948971907476
Sm_t00000676-RA	27.77	5.22	21.05	18.0133333333333	11.5776350492375
Sm_t00000677-RA	36.08	34.69	21.25	30.6733333333333	8.19038664126019
Sm_t00000678-RA	5.75	7.08	11.29	8.04	2.89207537937724
Sm_t00000681-RA	8.04	4.7	9.81	7.51666666666667	2.59488599621127
Sm_t00000682-RA	11.2	3.38	14.13	9.57	5.55727451184481
Sm_t00000684-RA	59.87	48.46	58.48	55.6033333333333	6.22522556485573
Sm_t00000686-RA	32.36	36.45	60.49	43.1	15.1983913622462
Sm_t00000687-RA	12.68	16.29	14.96	14.6433333333333	1.82571447201728
Sm_t00000688-RA	100	100	100	100	0
Sm_t00000690-RA	13.38	10.15	15.91	13.1466666666667	2.88708041684559
Sm_t00000691-RA	15.63	4.66	8.79	9.69333333333333	5.54050840025835
Sm_t00000692-RA	16.93	6.28	4.26	9.15666666666667	6.80724858759641
Sm_t00000695-RA	20.83	32.15	16.75	23.2433333333333	7.97860472346721
Sm_t00000697-RA	17.25	17.92	19.52	18.23	1.16631899581547
Sm_t00000698-RA	19.87	17.7	14.44	17.3366666666667	2.73317275951107
Sm_t00000700-RA	24.91	20.48	20.48	21.9566666666667	2.55766169251004
Sm_t00000701-RA	17.37	9.75	30.49	19.2033333333333	10.4908404493317
Sm_t00000704-RA	13.46	23	NA	18.23	6.74579869251966
Sm_t00000705-RA	19.44	25.46	27.22	24.04	4.07975489459845
Sm_t00000707-RA	33.59	48.67	NA	41.13	10.6631702602931
Sm_t00000708-RA	20.45	47.81	21.52	29.9266666666667	15.4966587796639
Sm_t00000710-RA	13.48	15.65	11.36	13.4966666666667	2.14504856199885
Sm_t00000712-RA	8.67	24.11	17.27	16.6833333333333	7.73670041641353
Sm_t00000713-RA	20.39	16.13	15.4	17.3066666666667	2.695075756511
Sm_t00000718-RA	7.84	18.49	31.22	19.1833333333333	11.7054104299394
Sm_t00000719-RA	24.71	26.95	23.65	25.1033333333333	1.68479474516433
Sm_t00000720-RA	28.15	19.45	25.79	24.4633333333333	4.49917029388012
Sm_t00000721-RA	0	8.93	22.22	10.3833333333333	11.1810658406671
Sm_t00000722-RA	50	100	36.84	62.28	33.3225929363247
Sm_t00000723-RA	17.47	26.73	6.49	16.8966666666667	10.1321731792017
Sm_t00000724-RA	37.52	37.21	36.21	36.98	0.684616681070511
Sm_t00000725-RA	47.92	54.52	55.02	52.4866666666667	3.96274315762873
Sm_t00000727-RA	31.15	10.19	6.17	15.8366666666667	13.4131925108579
Sm_t00000728-RA	17.42	26.98	31.41	25.27	7.15004195791885
Sm_t00000729-RA	14.12	20.22	41.59	25.31	14.4250233968614
Sm_t00000730-RA	26.73	31.82	NA	29.275	3.59917351623953
Sm_t00000731-RA	17.48	19.74	19.25	18.8233333333333	1.18887902384277
Sm_t00000732-RA	9.1	9.36	16.87	11.7766666666667	4.41287132526356
Sm_t00000733-RA	16.4	17.81	11.7	15.3033333333333	3.1992238642104
Sm_t00000734-RA	1.4	5.21	11.63	6.08	5.17019341997957
Sm_t00000736-RA	39.03	28.95	38.77	35.5833333333333	5.74610592778565
Sm_t00000737-RA	21.81	22.8	21.69	22.1	0.609179776420722
Sm_t00000739-RA	45.66	42.66	40.26	42.86	2.70554985169374
Sm_t00000741-RA	53.48	39.01	35.31	42.6	9.60225494350155
Sm_t00000742-RA	32.33	48.14	51.45	43.9733333333333	10.2183380905768
Sm_t00000743-RA	9.32	5.88	8.57	7.92333333333333	1.8088762625822
Sm_t00000744-RA	8.71	7.94	12.3	9.65	2.32703674229695
Sm_t00000746-RA	64.71	NA	70.15	67.43	3.84666088965483
Sm_t00000752-RA	37.31	6.67	13.21	19.0633333333333	16.1368687586326
Sm_t00000753-RA	1.87	11.49	30.33	14.5633333333333	14.4767722000912
Sm_t00000754-RA	17.95	14.56	20.36	17.6233333333333	2.91376617684627
Sm_t00000755-RA	19.26	31.25	NA	25.255	8.4782103064267
Sm_t00000757-RA	22.19	24.83	17.99	21.67	3.44952170597606
Sm_t00000759-RA	8.16	7.44	15.98	10.5266666666667	4.73642621955978
Sm_t00000760-RA	41.32	47.82	30.66	39.9333333333333	8.66363280231413
Sm_t00000761-RA	38.56	44.52	43.29	42.1233333333333	3.14662252793902
Sm_t00000762-RA	25.54	32.14	21.06	26.2466666666667	5.57370014741853
Sm_t00000763-RA	100	100	100	100	0
Sm_t00000764-RA	9.91	13.15	10.36	11.14	1.75519229715721
Sm_t00000765-RA	46.42	42.79	29.05	39.42	9.16225408946947
Sm_t00000767-RA	9.48	10.3	13.65	11.1433333333333	2.20921554705134
Sm_t00000768-RA	19.83	15.84	14.39	16.6866666666667	2.81709661412833
Sm_t00000769-RA	25.93	38.13	34.79	32.95	6.30469666201317
Sm_t00000770-RA	21.56	33.6	21.15	25.4366666666667	7.07262563220572
Sm_t00000771-RA	43.36	41.61	35.4	40.1233333333333	4.18306506443939
Sm_t00000772-RA	27.31	32.66	34.28	31.4166666666667	3.64755169028944
Sm_t00000773-RA	13.16	18.34	25.58	19.0266666666667	6.23840791655478
Sm_t00000774-RA	39.29	40.33	59.51	46.3766666666667	11.3856810658534
Sm_t00000776-RA	10.93	17.49	13.08	13.8333333333333	3.34425377824909
Sm_t00000777-RA	27.61	17.4	27.47	24.16	5.85475020816431
Sm_t00000778-RA	13.75	15.49	16.92	15.3866666666667	1.58752427802958
Sm_t00000779-RA	12.75	6.36	10.14	9.75	3.21280251493925
Sm_t00000780-RA	16.85	10.73	22.97	16.85	6.12
Sm_t00000781-RA	26.81	29.22	24.23	26.7533333333333	2.49548258525948
Sm_t00000782-RA	23.79	8.44	9.84	14.0233333333333	8.48709805135615
Sm_t00000784-RA	27.82	22.52	23.25	24.53	2.87250761530757
Sm_t00000786-RA	6.72	12.9	12.93	10.85	3.57671637119859
Sm_t00000787-RA	54.05	54.89	54.17	54.37	0.454312667664023
Sm_t00000788-RA	9.38	14.08	6.44	9.96666666666667	3.85363897288437
Sm_t00000789-RA	16.8	16.88	24.03	19.2366666666667	4.15134114875342
Sm_t00000790-RA	10	10.83	14.65	11.8266666666667	2.48004704256458
Sm_t00000791-RA	23.23	30.42	NA	26.825	5.08409775673128
Sm_t00000792-RA	19.35	22.1	26.58	22.6766666666667	3.64933327243941
Sm_t00000793-RA	25.17	22.35	22.87	23.4633333333333	1.5007109426313
Sm_t00000794-RA	9.8	15.26	11.56	12.2066666666667	2.78685007370926
Sm_t00000795-RA	26.39	50.12	NA	38.255	16.7796439175568
Sm_t00000796-RA	60.92	67.71	65.46	64.6966666666667	3.45876182084475
Sm_t00000797-RA	16.91	20.19	12.67	16.59	3.77019893374342
Sm_t00000798-RA	17.1	12.46	15.64	15.0666666666667	2.37253731969243
Sm_t00000799-RA	14.41	7.06	3.44	8.30333333333333	5.58968991388014
Sm_t00000800-RA	38.82	22.6	NA	30.71	11.4692719908458
Sm_t00000801-RA	1.61	9.64	10.42	7.22333333333333	4.87690817355969
Sm_t00000802-RA	20.56	17.75	30.7	23.0033333333333	6.81197719706499
Sm_t00000804-RA	24.28	4.28	6.25	11.6033333333333	11.0224150408762
Sm_t00000805-RA	25.07	31.09	31.38	29.18	3.56231666194907
Sm_t00000806-RA	6.06	10.5	21.77	12.7766666666667	8.09866861486092
Sm_t00000807-RA	14.59	13.12	19.27	15.66	3.21158839205774
Sm_t00000810-RA	47.41	30.66	37.48	38.5166666666667	8.42298244883208
Sm_t00000811-RA	12.73	11.35	14.47	12.85	1.56345770649545
Sm_t00000812-RA	21.42	15.59	27.01	21.34	5.71042029976779
Sm_t00000814-RA	17.73	19.96	21.25	19.6466666666667	1.78079570230089
Sm_t00000815-RA	21.3	23.62	20.58	21.8333333333333	1.58862624091803
Sm_t00000817-RA	11.75	16.56	19.02	15.7766666666667	3.69776058356045
Sm_t00000818-RA	14.21	15.34	17.48	15.6766666666667	1.6607929832864
Sm_t00000823-RA	36.42	36.2	27.66	33.4266666666667	4.99529111597446
Sm_t00000825-RA	15.39	10.65	13.79	13.2766666666667	2.41133434706457
Sm_t00000826-RA	1.27	3.92	4.69	3.29333333333333	1.79405499729895
Sm_t00000827-RA	15.71	20.81	22.69	19.7366666666667	3.61166628211042
Sm_t00000828-RA	28.43	33.01	31.7	31.0466666666667	2.35886272032379
Sm_t00000829-RA	17.44	22.42	27.59	22.4833333333333	5.07529637886629
Sm_t00000830-RA	10.55	6.72	4.51	7.26	3.05599410994197
Sm_t00000831-RA	30.77	17.84	24.21	24.2733333333333	6.46523265887109
Sm_t00000832-RA	42.14	36.11	42.57	40.2733333333333	3.61195699494517
Sm_t00000835-RA	28.75	28.09	20.23	25.69	4.74
Sm_t00000837-RA	8.85	16.39	21.22	15.4866666666667	6.2342788944138
Sm_t00000838-RA	33.3	13.09	13.14	19.8433333333333	11.6538419988145
Sm_t00000839-RA	29.75	28.98	33.92	30.8833333333333	2.65786254974431
Sm_t00000840-RA	33.45	18.45	43.79	31.8966666666667	12.7412139662331
Sm_t00000841-RA	27.51	48.8	19.12	31.81	15.3001013068541
Sm_t00000842-RA	30.95	30.89	35.32	32.3866666666667	2.54051831981848
Sm_t00000845-RA	22.05	14.33	14.48	16.9533333333333	4.41447996182261
Sm_t00000846-RA	17.59	24.93	NA	21.26	5.19016377390926
Sm_t00000847-RA	13.8	13.8	31.72	19.7733333333333	10.3461168238781
Sm_t00000849-RA	9.84	13.14	8.41	10.4633333333333	2.42582631969672
Sm_t00000852-RA	31.15	32.78	38.05	33.9933333333333	3.60647103597593
Sm_t00000853-RA	21.44	22.7	18.87	21.0033333333333	1.95198189882318
Sm_t00000854-RA	24.18	31.89	27.3	27.79	3.87828570376139
Sm_t00000855-RA	33.83	37.54	41.31	37.56	3.74004010673683
Sm_t00000861-RA	24.87	31.78	27.23	27.96	3.51236387636589
Sm_t00000863-RA	10.26	20.57	18.55	16.46	5.46352450346843
Sm_t00000864-RA	14.69	13.54	21.59	16.6066666666667	4.35382973178021
Sm_t00000865-RA	45.81	45.18	46.98	45.99	0.913400240858298
Sm_t00000866-RA	50.31	41.06	61.58	50.9833333333333	10.2765574650918
Sm_t00000867-RA	11.68	25.04	17.65	18.1233333333333	6.6925655270108
Sm_t00000868-RA	41.88	37.03	NA	39.455	3.42946788875476
Sm_t00000869-RA	9.43	0.99	24.73	11.7166666666667	12.0340572266104
Sm_t00000871-RA	23.83	22.58	30.9	25.77	4.48645739977546
Sm_t00000872-RA	13.55	19.82	21.69	18.3533333333333	4.26359394564414
Sm_t00000873-RA	11.3	12.8	13.26	12.4533333333333	1.02495528357745
Sm_t00000874-RA	11.67	11.14	18.54	13.7833333333333	4.12790907522602
Sm_t00000875-RA	9.22	8.43	10.57	9.40666666666667	1.08214293572214
Sm_t00000876-RA	22.93	41.2	43.74	35.9566666666667	11.3526839704685
Sm_t00000877-RA	54.42	62.11	49.98	55.5033333333333	6.13713559678563
Sm_t00000878-RA	8.37	4.28	17.59	10.08	6.81777823047949
Sm_t00000879-RA	12.75	14.65	15.47	14.29	1.39527775012719
Sm_t00000880-RA	11.68	13.45	19.1	14.7433333333333	3.8753881526027
Sm_t00000881-RA	39.72	34.08	41.67	38.49	3.94166208597338
Sm_t00000882-RA	28.12	15.31	27.75	23.7266666666667	7.29139447110999
Sm_t00000884-RA	34.29	9.3	NA	21.795	17.6705984618518
Sm_t00000885-RA	1.97	6.77	5.99	4.91	2.57581055203988
Sm_t00000886-RA	22.91	20.31	19.9	21.04	1.63239088456166
Sm_t00000887-RA	20.79	14.1	13.24	16.0433333333333	4.13316263088368
Sm_t00000888-RA	15.01	11	35.78	20.5966666666667	13.3011365429174
Sm_t00000889-RA	48.63	59.61	57.73	55.3233333333333	5.87231924654419
Sm_t00000890-RA	10.56	12.78	22.52	15.2866666666667	6.36183411708709
Sm_t00000891-RA	32.85	33.3	20.67	28.94	7.16556348098319
Sm_t00000892-RA	10.46	19.86	11.93	14.0833333333333	5.05644473255007
Sm_t00000893-RA	100	100	82.56	94.1866666666667	10.0689886946671
Sm_t00000896-RA	25.5	23.1	22.41	23.67	1.62194327890959
Sm_t00000897-RA	8.23	12.49	17.45	12.7233333333333	4.61442665272007
Sm_t00000899-RA	13.39	16.07	19.92	16.46	3.28242288561361
Sm_t00000900-RA	47.11	50.57	45.76	47.8133333333333	2.48093396392031
Sm_t00000904-RA	8.73	14.93	15.14	12.9333333333333	3.64170747498112
Sm_t00000906-RA	14.03	27.15	16.24	19.14	7.02432203134224
Sm_t00000907-RA	31.52	45.14	30.18	35.6133333333333	8.27749559548861
Sm_t00000908-RA	10.57	6.45	16.58	11.2	5.09430073709827
Sm_t00000909-RA	17.88	18.71	23.34	19.9766666666667	2.94214774158833
Sm_t00000911-RA	15.61	11.9	15.7	14.4033333333333	2.1684172415228
Sm_t00000913-RA	9.28	34.51	14.02	19.27	13.409328842265
Sm_t00000914-RA	59.67	64.65	64.87	63.0633333333333	2.94077087399432
Sm_t00000916-RA	10.89	4.02	15.16	10.0233333333333	5.62034103354355
Sm_t00000917-RA	61.54	57.14	NA	59.34	3.11126983722081
Sm_t00000919-RA	20.75	19.76	13.6	18.0366666666667	3.87402030626239
Sm_t00000920-RA	21.09	17.29	30.21	22.8633333333333	6.64004016052112
Sm_t00000921-RA	23.65	25.17	31.03	26.6166666666667	3.89688764699899
Sm_t00000922-RA	19.18	28.46	32.7	26.78	6.91479573089473
Sm_t00000925-RA	47.54	51.13	NA	49.335	2.53851334445971
Sm_t00000926-RA	32.27	47.1	35.1	38.1566666666667	7.87334956250091
Sm_t00000927-RA	23.5	16.73	23.02	21.0833333333333	3.77772859445108
Sm_t00000928-RA	9.64	6.28	1.23	5.71666666666667	4.23320603483144
Sm_t00000929-RA	39.56	33.74	29.22	34.1733333333333	5.18360235100392
Sm_t00000930-RA	24.54	11.88	32.25	22.89	10.2847508477357
Sm_t00000931-RA	10.54	13.09	16.37	13.3333333333333	2.92260728345998
Sm_t00000933-RA	10.78	14.53	6.63	10.6466666666667	3.95168740329158
Sm_t00000934-RA	18.99	10.2	30.02	19.7366666666667	9.93107412787425
Sm_t00000936-RA	16.81	28.79	28.69	24.7633333333333	6.88797018963739
Sm_t00000937-RA	14.33	15.89	6.4	12.2066666666667	5.08885383296999
Sm_t00000938-RA	20	46.67	100	55.5566666666667	40.7336425247403
Sm_t00000939-RA	10.44	9.01	9.83	9.76	0.717565328036409
Sm_t00000943-RA	36.77	30	NA	33.385	4.78711290863293
Sm_t00000944-RA	21.99	24.5	25.95	24.1466666666667	2.00350526161858
Sm_t00000945-RA	15.04	29.46	20.74	21.7466666666667	7.2625156339476
Sm_t00000946-RA	2.67	21.91	NA	12.29	13.6047344700292
Sm_t00000947-RA	1.65	9.96	9.24	6.95	4.60403084264213
Sm_t00000948-RA	5.73	16.85	1.67	8.08333333333333	7.85886336141133
Sm_t00000949-RA	42.59	68.87	28.79	46.75	20.361257328564
Sm_t00000950-RA	76.61	71.43	55.67	67.9033333333333	10.9063712266424
Sm_t00000953-RA	9.73	18.74	12.74	13.7366666666667	4.58694160997645
Sm_t00000957-RA	14.97	23.03	12.1	16.7	5.66664803918507
Sm_t00000958-RA	10.03	9.4	8.28	9.23666666666667	0.886359595950387
Sm_t00000959-RA	14.52	14.25	12.23	13.6666666666667	1.25149244237963
Sm_t00000960-RA	35.83	36.36	45.58	39.2566666666667	5.48257542887769
Sm_t00000961-RA	39.11	30.51	NA	34.81	6.08111831820431
Sm_t00000964-RA	12.46	12.4	11.82	12.2266666666667	0.353459097114975
Sm_t00000965-RA	13.22	13.87	16.49	14.5266666666667	1.73107866179828
Sm_t00000966-RA	26.9	34.48	25.8	29.06	4.72597079974051
Sm_t00000967-RA	33.38	34.94	45.82	38.0466666666667	6.77694129628797
Sm_t00000969-RA	30.14	19.82	21.93	23.9633333333333	5.45219527652242
Sm_t00000971-RA	26.18	24.37	10.36	20.3033333333333	8.65860458349573
Sm_t00000973-RA	12.85	7.78	4.14	8.25666666666667	4.37452092615104
Sm_t00000974-RA	22.98	16.96	14.83	18.2566666666667	4.22689405276893
Sm_t00000975-RA	21.71	19.91	NA	20.81	1.27279220613579
Sm_t00000976-RA	48.16	42.64	49.02	46.6066666666667	3.4620417867688
Sm_t00000977-RA	43.57	42.9	56	47.49	7.37748602167432
Sm_t00000978-RA	22.33	26.88	17.75	22.32	4.5650082146695
Sm_t00000980-RA	25.57	24.21	31	26.9266666666667	3.59255248163939
Sm_t00000982-RA	23.62	28.29	38.5	30.1366666666667	7.6099430571676
Sm_t00000983-RA	41.35	49.88	25	38.7433333333333	12.6431654791565
Sm_t00000984-RA	26.93	26.54	18.23	23.9	4.91423442664267
Sm_t00000985-RA	27.67	17.85	16.14	20.5533333333333	6.2222370039507
Sm_t00000988-RA	11.06	9.53	9.86	10.15	0.805170789336027
Sm_t00000989-RA	24.16	12.54	10.4	15.7	7.40429605026703
Sm_t00000990-RA	21.84	34.98	12.8	23.2066666666667	11.1529786753734
Sm_t00000992-RA	23.84	18.82	27.02	23.2266666666667	4.13426333623456
Sm_t00000993-RA	16.44	27.81	NA	22.125	8.03980410209104
Sm_t00000996-RA	10.31	17.38	21.07	16.2533333333333	5.46776310142762
Sm_t00000997-RA	26.64	17.94	6.13	16.9033333333333	10.2942232991777
Sm_t00000998-RA	15.31	26.41	24.94	22.22	6.0292039275513
Sm_t00000999-RA	16.58	7.69	7.04	10.4366666666667	5.33020012132127
Sm_t00001001-RA	59.03	52	62.15	57.7266666666667	5.19900310957142
Sm_t00001006-RA	100	100	100	100	0
Sm_t00001007-RA	39.73	24.58	34.66	32.99	7.71182857693297
Sm_t00001008-RA	27.65	22.81	26.69	25.7166666666667	2.56260284346469
Sm_t00001009-RA	36.13	31.57	27.14	31.6133333333333	4.49515665281349
Sm_t00001010-RA	16.52	0.81	5.88	7.73666666666667	8.0178820977446
Sm_t00001011-RA	11.27	14.01	20.29	15.19	4.62432697805854
Sm_t00001012-RA	5.55	5.27	17.56	9.46	7.01620267666207
Sm_t00001014-RA	7.31	9.97	15.43	10.9033333333333	4.13967792628042
Sm_t00001016-RA	22.61	26.54	22.06	23.7366666666667	2.44328331008365
Sm_t00001019-RA	21.37	20.44	27.6	23.1366666666667	3.89322916527313
Sm_t00001020-RA	16.88	19.56	21.04	19.16	2.10864885649555
Sm_t00001022-RA	23.83	26.44	25.75	25.34	1.35244223536534
Sm_t00001023-RA	18.85	18.75	34.67	24.09	9.16268519594556
Sm_t00001024-RA	11.11	25	33.33	23.1466666666667	11.2253388961462
Sm_t00001025-RA	68.84	69.49	63.17	67.1666666666667	3.47643974970563
Sm_t00001026-RA	28.07	29.3	32.67	30.0133333333333	2.38151912302491
Sm_t00001027-RA	20.67	16.61	37.03	24.77	10.8097918573856
Sm_t00001028-RA	25.99	27.15	33.03	28.7233333333333	3.7745110058567
Sm_t00001029-RA	17.14	28.28	30.17	25.1966666666667	7.04098241251413
Sm_t00001031-RA	9.26	12.12	7.94	9.77333333333333	2.13675766836891
Sm_t00001032-RA	17.38	18.17	16.53	17.36	0.820182906430023
Sm_t00001033-RA	13.37	5.25	28.86	15.8266666666667	11.9951837557135
Sm_t00001034-RA	14.29	13.21	17.86	15.12	2.43357761330926
Sm_t00001037-RA	48.95	45.05	44.69	46.23	2.36245634880309
Sm_t00001041-RA	16.53	17.38	18.75	17.5533333333333	1.12010416182306
Sm_t00001042-RA	19.97	17.5	17.38	18.2833333333333	1.46192795080104
Sm_t00001045-RA	24.15	15.71	22.1	20.6533333333333	4.40204876544244
Sm_t00001046-RA	100	100	100	100	0
Sm_t00001047-RA	24.47	19.83	19.46	21.2533333333333	2.79185123767964
Sm_t00001048-RA	13.34	16.74	17.37	15.8166666666667	2.16786377185776
Sm_t00001049-RA	9.79	8.03	12.56	10.1266666666667	2.28368853684852
Sm_t00001052-RA	59.01	57.08	11.11	42.4	27.1151120226342
Sm_t00001054-RA	37.38	47.82	34	39.7333333333333	7.20428576149873
Sm_t00001055-RA	40.34	27.93	53.76	40.6766666666667	12.9182906505982
Sm_t00001056-RA	47.75	44.88	NA	46.315	2.02939646200539
Sm_t00001057-RA	12.43	6.11	11.82	10.12	3.48612965909187
Sm_t00001060-RA	28.72	36.19	24.83	29.9133333333333	5.77325153906647
Sm_t00001062-RA	13.05	15.99	15.61	14.8833333333333	1.59904137949377
Sm_t00001063-RA	29.8	33.44	37.96	33.7333333333333	4.08790084680797
Sm_t00001073-RA	10.87	6.5	12.94	10.1033333333333	3.28773985183337
Sm_t00001074-RA	3.85	19.65	19.91	14.47	9.19810850120828
Sm_t00001075-RA	10.21	8.8	20.38	13.13	6.3181405492439
Sm_t00001076-RA	35.21	34.87	31.47	33.85	2.0681392603014
Sm_t00001077-RA	15.09	18.63	19.99	17.9033333333333	2.52953223607317
Sm_t00001078-RA	28.78	34.7	37.01	33.4966666666667	4.24490675201863
Sm_t00001079-RA	11.49	12.65	8	10.7133333333333	2.42033744203847
Sm_t00001080-RA	44.89	22.55	38.81	35.4166666666667	11.550105338625
Sm_t00001082-RA	9.99	8	10.75	9.58	1.42010562987406
Sm_t00001084-RA	16.85	25.21	18.91	20.3233333333333	4.35551757353054
Sm_t00001085-RA	19.12	18.3	24.02	20.48	3.09302440986165
Sm_t00001086-RA	35.21	19.09	33.4	29.2333333333333	8.83087953339492
Sm_t00001087-RA	66.91	60.42	70.15	65.8266666666667	4.95463755822092
Sm_t00001088-RA	0	7.65	3.3	3.65	3.83699100858993
Sm_t00001089-RA	25.54	26.58	30.34	27.4866666666667	2.52517986158082
Sm_t00001090-RA	18.9	16.36	12.85	16.0366666666667	3.03793241092249
Sm_t00001091-RA	10.38	14.9	31.96	19.08	11.3810544326965
Sm_t00001093-RA	14.54	18.11	18.46	17.0366666666667	2.16924718124361
Sm_t00001094-RA	14.41	14.46	20.95	16.6066666666667	3.7615200828034
Sm_t00001095-RA	8.22	5.36	9.57	7.71666666666667	2.14965888766877
Sm_t00001096-RA	8.69	10.68	15.49	11.62	3.4960978247183
Sm_t00001098-RA	24.01	36.38	20.22	26.87	8.45110052005063
Sm_t00001099-RA	13.66	11.21	19.06	14.6433333333333	4.01632087031568
Sm_t00001100-RA	62.94	68.11	54.1	61.7166666666667	7.08466183620173
Sm_t00001101-RA	15.32	13.6	17.1	15.34	1.75008571218669
Sm_t00001102-RA	10.51	12.9	16.19	13.2	2.85185904279998
Sm_t00001103-RA	11.98	13.36	9.62	11.6533333333333	1.89127822737252
Sm_t00001106-RA	39.68	28.12	28.23	32.01	6.64264254645694
Sm_t00001107-RA	28.82	40.57	45.7	38.3633333333333	8.65364855614864
Sm_t00001109-RA	24.49	23.86	23.8	24.05	0.382230297072327
Sm_t00001110-RA	13.84	20.3	33.84	22.66	10.2067232743912
Sm_t00001112-RA	14.18	15.89	14.21	14.76	0.978723658649366
Sm_t00001113-RA	15.01	19.27	13.16	15.8133333333333	3.13321453675508
Sm_t00001114-RA	13.95	12.8	14.24	13.6633333333333	0.761599194677445
Sm_t00001116-RA	27.88	28.7	23.31	26.63	2.9042899304305
Sm_t00001117-RA	9.79	15.64	6.82	10.75	4.48768314389508
Sm_t00001118-RA	14.66	13.71	8.89	12.42	3.09375176767626
Sm_t00001119-RA	29.86	35.53	31.44	32.2766666666667	2.92612941158339
Sm_t00001120-RA	14.37	21.02	22.36	19.25	4.27898352415618
Sm_t00001121-RA	21.56	14.48	26.33	20.79	5.96240723198273
Sm_t00001122-RA	3.59	7.05	10.07	6.90333333333333	3.24248875608433
Sm_t00001123-RA	30.63	20.2	21.87	24.2333333333333	5.60225252316721
Sm_t00001124-RA	13.23	9.81	17.9	13.6466666666667	4.06106307921132
Sm_t00001125-RA	26.02	27.96	26.38	26.7866666666667	1.03195607141648
Sm_t00001126-RA	15.92	22.08	3.24	13.7466666666667	9.60619244723597
Sm_t00001128-RA	13.48	12.8	12.51	12.93	0.497895571380184
Sm_t00001129-RA	12.42	16.05	16.4	14.9566666666667	2.20377706071493
Sm_t00001131-RA	27.42	28.17	27.61	27.7333333333333	0.389914520546919
Sm_t00001133-RA	28.64	25.52	18.84	24.3333333333333	5.00660896549085
Sm_t00001135-RA	39.44	28.94	39.36	35.9133333333333	6.03921628469567
Sm_t00001136-RA	100	100	100	100	0
Sm_t00001137-RA	28.66	39.26	33.22	33.7133333333333	5.31719224152497
Sm_t00001138-RA	21.77	25.62	30.01	25.8	4.12294797444741
Sm_t00001139-RA	22.83	29.26	25.31	25.8	3.24288451844959
Sm_t00001140-RA	9.09	7.93	11.89	9.63666666666667	2.03581269603403
Sm_t00001141-RA	21.04	37.04	26.39	28.1566666666667	8.14498823408195
Sm_t00001142-RA	19.78	27.01	44.72	30.5033333333333	12.8317353983525
Sm_t00001143-RA	22.2	23.39	33.24	26.2766666666667	6.05970571342647
Sm_t00001144-RA	21.51	25.9	31.97	26.46	5.25243752937624
Sm_t00001162-RA	30.8	11.22	16.81	19.61	10.0858366038718
Sm_t00001164-RA	19.1	26.08	27	24.06	4.32004629604823
Sm_t00001166-RA	7.33	10.4	18.04	11.9233333333333	5.51510954862488
Sm_t00001167-RA	39.66	45.6	1.8	29.02	23.7595707031924
Sm_t00001169-RA	36.54	21.01	23.24	26.93	8.39686250929477
Sm_t00001170-RA	8.36	9.05	13.96	10.4566666666667	3.05352801417202
Sm_t00001171-RA	38.3	37.06	37.52	37.6266666666667	0.626843946555544
Sm_t00001172-RA	5.51	1.8	6.68	4.66333333333333	2.54778989191286
