gene	bias1	bias2	mean	SD
Sm_t00006807-RA	15.98	12.5	14.24	2.46073159852919
Sm_t00006811-RA	24.71	19.29	22	3.83251875403109
Sm_t00006814-RA	48.52	61.28	54.9	9.02268252794035
Sm_t00006820-RA	47.17	66.75	56.96	13.8451507756326
Sm_t00006823-RA	65.14	62.18	63.66	2.09303607231218
Sm_t00006844-RA	16.7	11.34	14.02	3.79009234715989
Sm_t00006845-RA	23.46	10.04	16.75	9.48937300352347
Sm_t00006853-RA	100	100	100	0
Sm_t00006855-RA	79.46	68.32	73.89	7.87716954241814
Sm_t00006858-RA	58.87	56.45	57.66	1.71119841047144
Sm_t00006859-RA	32.82	29.74	31.28	2.17788888605457
Sm_t00006860-RA	56.29	58.11	57.2	1.28693434175952
Sm_t00006867-RA	20.44	22.08	21.26	1.15965512114594
Sm_t00006868-RA	56.61	22.32	39.465	24.2466915268867
Sm_t00006870-RA	22.42	19.11	20.765	2.34052344572747
Sm_t00006871-RA	8.67	10.26	9.465	1.12429978208661
Sm_t00006876-RA	59.98	61.7	60.84	1.21622366364087
Sm_t00006877-RA	20.82	16.49	18.655	3.06177236253775
Sm_t00006880-RA	37.62	38.41	38.015	0.558614357137372
Sm_t00006881-RA	24.73	22.8	23.765	1.36471608769004
Sm_t00006889-RA	52.81	55.98	54.395	2.24152849636135
Sm_t00006890-RA	35.17	20.58	27.875	10.3166879375117
Sm_t00006891-RA	12.75	19.94	16.345	5.08409775673128
Sm_t00006892-RA	21.37	21.75	21.56	0.268700576850887
Sm_t00006893-RA	60	100	80	28.2842712474619
Sm_t00006894-RA	20.06	15.21	17.635	3.42946788875475
Sm_t00006896-RA	7.89	8.37	8.13	0.339411254969542
Sm_t00006906-RA	25.12	24.2	24.66	0.650538238691625
Sm_t00006913-RA	1.35	16.03	8.69	10.3803275478185
Sm_t00006914-RA	27.09	16.12	21.605	7.75696138961643
Sm_t00006918-RA	35.62	42.69	39.155	4.99924494298889
Sm_t00006936-RA	17.36	17.05	17.205	0.219203102167829
Sm_t00006937-RA	76.99	77.46	77.225	0.332340187157677
Sm_t00006943-RA	23.17	48.7	35.935	18.0524361236926
Sm_t00006944-RA	17.66	17.29	17.475	0.261629509039023
Sm_t00006947-RA	36.8	40.65	38.725	2.72236110756821
Sm_t00006949-RA	45.37	43.73	44.55	1.15965512114594
Sm_t00006950-RA	36.58	60.79	48.685	17.1190551725263
Sm_t00006951-RA	46.26	36.48	41.37	6.91550432000444
Sm_t00006954-RA	13.59	17.46	15.525	2.73650324319194
Sm_t00006955-RA	100	100	100	0
Sm_t00006956-RA	33	29.17	31.085	2.70821897194448
Sm_t00006957-RA	31.4	26.45	28.925	3.50017856687341
Sm_t00006958-RA	27.22	31.72	29.47	3.18198051533946
Sm_t00006959-RA	41.36	44.26	42.81	2.05060966544099
Sm_t00006960-RA	24.99	25.33	25.16	0.240416305603426
Sm_t00006961-RA	57.38	55.82	56.6	1.10308657865102
Sm_t00006962-RA	35.99	48.15	42.07	8.59841845922842
Sm_t00006963-RA	22.25	22.32	22.285	0.0494974746830585
Sm_t00006964-RA	17.64	16.85	17.245	0.558614357137372
Sm_t00006965-RA	5.25	25.04	15.145	13.9936431996818
Sm_t00006966-RA	100	100	100	0
Sm_t00006967-RA	14.88	36.8	25.84	15.4997806436091
Sm_t00006969-RA	18.1	13.59	15.845	3.18905158315133
Sm_t00006970-RA	15.32	12.02	13.67	2.33345237791561
Sm_t00006973-RA	23.04	16.94	19.99	4.31335136523794
Sm_t00006974-RA	47.1	47.88	47.49	0.551543289325508
Sm_t00006982-RA	27.31	24.16	25.735	2.22738636073762
Sm_t00006984-RA	24.14	19.18	21.66	3.50724963468528
Sm_t00006988-RA	26.53	12.26	19.395	10.090413767532
Sm_t00006989-RA	26.26	22.76	24.51	2.47487373415292
Sm_t00006992-RA	30.61	32.44	31.525	1.29400540957138
Sm_t00006993-RA	62.79	45.45	54.12	12.2612315857747
Sm_t00006995-RA	16.83	18.01	17.42	0.834386001800128
Sm_t00006999-RA	76.18	100	88.09	16.8432835278636
Sm_t00007000-RA	8.73	16.87	12.8	5.7558491988585
Sm_t00007002-RA	25.68	20.89	23.285	3.38704148188356
Sm_t00007007-RA	57.58	72.07	64.825	10.2459772593931
Sm_t00007011-RA	54.1	43.74	48.92	7.32562625309263
Sm_t00007016-RA	21.58	17.14	19.36	3.13955410846827
Sm_t00007017-RA	10.77	10.26	10.515	0.360624458405139
Sm_t00007018-RA	9.03	6.41	7.72	1.85261976670875
Sm_t00007019-RA	21.13	27.84	24.485	4.74468650176173
Sm_t00007023-RA	58.07	44.91	51.49	9.30552524041497
Sm_t00007025-RA	5.79	14.85	10.32	6.40638743755012
Sm_t00007026-RA	11.74	14.21	12.975	1.74655374953077
Sm_t00007032-RA	28.49	21.8	25.145	4.730544366138
Sm_t00007033-RA	37.77	32.96	35.365	3.4011836175073
Sm_t00007035-RA	49.59	54.91	52.25	3.76180807591243
Sm_t00007043-RA	23.36	29.24	26.3	4.1577878733769
Sm_t00007044-RA	6.44	9.27	7.855	2.00111219075793
Sm_t00007046-RA	21.31	32.51	26.91	7.91959594928933
Sm_t00007052-RA	37.59	52.27	44.93	10.3803275478185
Sm_t00007054-RA	19.24	13.92	16.58	3.76180807591243
Sm_t00007059-RA	29.32	33.59	31.455	3.01934595566656
Sm_t00007060-RA	10.42	10.98	10.7	0.395979797464467
Sm_t00007061-RA	18.54	8.19	13.365	7.31855518528077
Sm_t00007062-RA	100	71.43	85.715	20.2020407384997
Sm_t00007067-RA	26.67	18.81	22.74	5.55785930012627
Sm_t00007068-RA	18.13	12.12	15.125	4.24971175493115
Sm_t00007070-RA	61.85	63.03	62.44	0.834386001800126
Sm_t00007072-RA	100	100	100	0
Sm_t00007077-RA	25.78	18.19	21.985	5.3669404692059
Sm_t00007078-RA	20	9.09	14.545	7.71453498274523
Sm_t00007079-RA	22.8	36.21	29.505	9.4823019357116
Sm_t00007080-RA	17.29	32.77	25.03	10.9460129727678
Sm_t00007081-RA	29.24	32.16	30.7	2.06475180106472
Sm_t00007082-RA	51.72	46.54	49.13	3.66281312654632
Sm_t00007083-RA	75.06	66.83	70.945	5.81948880916529
Sm_t00007084-RA	45.37	44.06	44.715	0.926309883354374
Sm_t00007086-RA	37.31	36.43	36.87	0.622253967444164
Sm_t00007087-RA	34.97	23.14	29.055	8.36507322143686
Sm_t00007088-RA	12.38	25.58	18.98	9.33380951166242
Sm_t00007089-RA	48.72	100	74.36	36.2604357392462
Sm_t00007094-RA	79.31	83.78	81.545	3.16076731190387
Sm_t00007095-RA	81.9	75.96	78.93	4.2002142802481
Sm_t00007097-RA	16.42	17.12	16.77	0.494974746830583
Sm_t00007098-RA	31.66	8.19	19.925	16.5957961544483
Sm_t00007099-RA	43.38	30.89	37.135	8.83176369701998
Sm_t00007100-RA	45.62	50.43	48.025	3.4011836175073
Sm_t00007101-RA	2.1	5.56	3.83	2.44658946290545
Sm_t00007102-RA	8.78	15.15	11.965	4.50427019615831
Sm_t00007104-RA	11.28	8.81	10.045	1.74655374953077
Sm_t00007105-RA	11.1	11.05	11.075	0.0353553390593266
Sm_t00007106-RA	19.55	24.19	21.87	3.28097546470558
Sm_t00007107-RA	23.34	12.24	17.79	7.84888527117068
Sm_t00007108-RA	32.69	31.99	32.34	0.494974746830583
Sm_t00007109-RA	25.61	22.9	24.255	1.91625937701554
Sm_t00007110-RA	50.94	41.7	46.32	6.5336666581637
Sm_t00007111-RA	26.32	20	23.16	4.46891485709898
Sm_t00007120-RA	4.48	9.73	7.105	3.71231060122937
Sm_t00007125-RA	30.29	24.79	27.54	3.88908729652601
Sm_t00007127-RA	25.79	14.34	20.065	8.09637264458597
Sm_t00007129-RA	68.42	70	69.21	1.11722871427474
Sm_t00007131-RA	48.18	34.71	41.445	9.52472834258279
Sm_t00007137-RA	76.1	73.33	74.715	1.95868578388673
Sm_t00007722-RA	62.2	100	81.1	26.7286363288515
Sm_t00007749-RA	100	100	100	0
Sm_t00007783-RA	54.38	55.77	55.075	0.982878425849301
Sm_t00007784-RA	42.22	72.72	57.47	21.5667568261897
Sm_t00007785-RA	16.88	12.15	14.515	3.34461507501237
Sm_t00007786-RA	31.06	12	21.53	13.4774552494156
Sm_t00007787-RA	32.94	24.22	28.58	6.16597113194669
Sm_t00007790-RA	24.42	17.94	21.18	4.58205194208883
Sm_t00007793-RA	53.85	20.72	37.285	23.4264476607103
Sm_t00007798-RA	12.27	16.97	14.62	3.32340187157677
Sm_t00007800-RA	3.62	19.11	11.365	10.9530840405796
Sm_t00007801-RA	21.15	10.02	15.585	7.87009847460627
Sm_t00007804-RA	28.8	22.52	25.66	4.44063058585152
Sm_t00007811-RA	54.69	51.83	53.26	2.02232539419353
Sm_t00007816-RA	44.63	39.69	42.16	3.49310749906155
Sm_t00007819-RA	5.36	11.52	8.44	4.35577777210913
Sm_t00007821-RA	28.66	32.06	30.36	2.40416305603426
Sm_t00007822-RA	40.48	49.86	45.17	6.63266160752982
Sm_t00007828-RA	42.84	60.95	51.895	12.8057038072884
Sm_t00007829-RA	32.78	33.82	33.3	0.735391052434009
Sm_t00007830-RA	39.91	40.78	40.345	0.6151828996323
Sm_t00007831-RA	23.18	48.41	35.795	17.8403040893366
Sm_t00007833-RA	39.07	32.56	35.815	4.60326514552442
Sm_t00007841-RA	50.76	44.8	47.78	4.21435641587182
Sm_t00007842-RA	28.3	24.49	26.395	2.69407683632075
Sm_t00007843-RA	28.21	26.17	27.19	1.44249783362056
Sm_t00007844-RA	18.32	18.47	18.395	0.106066017177981
Sm_t00007845-RA	15.74	16.85	16.295	0.784888527117069
Sm_t00007847-RA	18.25	20.93	19.59	1.89504617357995
Sm_t00007850-RA	51.55	61.54	56.545	7.06399674405361
Sm_t00007851-RA	51.74	44.01	47.875	5.46593541857202
Sm_t00007856-RA	21.65	31.74	26.695	7.13470742217226
Sm_t00007857-RA	41.31	47.65	44.48	4.48305699272271
Sm_t00007858-RA	43.59	22.47	33.03	14.9340952186599
Sm_t00007859-RA	38.74	33.75	36.245	3.52846283812087
Sm_t00007862-RA	21.17	10.19	15.68	7.76403245742829
Sm_t00007864-RA	29.61	32.61	31.11	2.12132034355964
Sm_t00007865-RA	30.81	40.4	35.605	6.78115403157899
Sm_t00007867-RA	34.02	24.02	29.02	7.07106781186548
Sm_t00007868-RA	85.6	100	92.8	10.1823376490863
Sm_t00007869-RA	17.99	14.47	16.23	2.48901586977665
Sm_t00007872-RA	30.35	37.52	33.935	5.06995562110755
Sm_t00007873-RA	11.32	13.97	12.645	1.87383297014435
Sm_t00007877-RA	23.69	26.32	25.005	1.85969083452062
Sm_t00007878-RA	13.55	12.83	13.19	0.509116882454315
Sm_t00007879-RA	18.79	21.36	20.075	1.81726442764943
Sm_t00007880-RA	38.51	25.04	31.775	9.52472834258279
Sm_t00007881-RA	22.68	17.48	20.08	3.67695526217005
Sm_t00007883-RA	15.73	12.38	14.055	2.36880771697493
Sm_t00007885-RA	12.66	18.94	15.8	4.44063058585152
Sm_t00007886-RA	20.62	19.28	19.95	0.947523086789974
Sm_t00007887-RA	24.36	23.73	24.045	0.445477272147524
Sm_t00007896-RA	26.7	22.96	24.83	2.64457936163769
Sm_t00007899-RA	16.64	14.41	15.525	1.576848122046
Sm_t00007909-RA	19.91	18.12	19.015	1.26572113832392
Sm_t00007910-RA	23.79	26.8	25.295	2.12839141137151
Sm_t00007911-RA	32.86	18.93	25.895	9.84999746192861
Sm_t00007912-RA	37.91	29.9	33.905	5.66392531730424
Sm_t00007913-RA	11.58	17.95	14.765	4.50427019615831
Sm_t00007916-RA	55.76	28.13	41.945	19.5373603641843
Sm_t00007917-RA	15.32	14.04	14.68	0.905096679918782
Sm_t00007918-RA	22.42	9.3	15.86	9.2772409691675
Sm_t00007919-RA	17.27	22.23	19.75	3.50724963468528
Sm_t00007920-RA	16.68	13.43	15.055	2.29809703885628
Sm_t00007922-RA	21.74	26.48	24.11	3.35168614282424
Sm_t00007923-RA	70.89	48.84	59.865	15.5917045251634
Sm_t00007926-RA	12.08	9.7	10.89	1.68291413922398
Sm_t00007927-RA	39.66	29.58	34.62	7.1276363543604
Sm_t00007931-RA	59.8	63.14	61.47	2.36173664916307
Sm_t00007932-RA	44.68	33.62	39.15	7.82060099992322
Sm_t00007934-RA	10.42	7.45	8.935	2.10010714012405
Sm_t00007936-RA	18.03	13.6	15.815	3.13248304065641
Sm_t00007938-RA	13.87	20.77	17.32	4.87903679018718
Sm_t00007940-RA	35.84	39.57	37.705	2.63750829382582
Sm_t00007941-RA	40.76	44.22	42.49	2.44658946290546
Sm_t00007943-RA	24.53	11.99	18.26	8.86711903607931
Sm_t00007944-RA	20.96	17.66	19.31	2.33345237791561
Sm_t00007949-RA	48.92	63.17	56.045	10.0762716319083
Sm_t00007951-RA	16.82	14.5	15.66	1.64048773235279
Sm_t00007953-RA	37.41	26.43	31.92	7.76403245742829
Sm_t00007955-RA	23.83	30.97	27.4	5.04874241767195
Sm_t00007956-RA	17.03	27.15	22.09	7.15592062560786
Sm_t00007957-RA	37.67	38.99	38.33	0.933380951166243
Sm_t00007958-RA	43.5	51.02	47.26	5.31744299452284
Sm_t00007959-RA	32.62	23.68	28.15	6.32153462380773
Sm_t00007960-RA	62.43	67.79	65.11	3.7900923471599
Sm_t00007963-RA	4.44	5.06	4.75	0.438406204335659
Sm_t00007964-RA	25.23	21.64	23.435	2.53851334445971
Sm_t00007965-RA	37.62	27.3	32.46	7.29734198184517
Sm_t00007967-RA	32.15	29.29	30.72	2.02232539419353
Sm_t00007968-RA	32.17	32.09	32.13	0.0565685424949226
Sm_t00007969-RA	27.42	23.78	25.6	2.57386868351903
Sm_t00007970-RA	26.62	18.91	22.765	5.45179328294828
Sm_t00007971-RA	21.17	22.41	21.79	0.876812408671318
Sm_t00007974-RA	26.49	21.1	23.795	3.81130555059549
Sm_t00007975-RA	11.59	21.88	16.735	7.27612877840957
Sm_t00007976-RA	21.27	26.9	24.085	3.98101117808026
Sm_t00007982-RA	11.52	22.08	16.8	7.46704760932994
Sm_t00007986-RA	20.49	19.41	19.95	0.76367532368147
Sm_t00007987-RA	18.16	29.92	24.04	8.3155757467538
Sm_t00007989-RA	20	30	25	7.07106781186548
Sm_t00007992-RA	60.29	62.39	61.34	1.48492424049175
Sm_t00007993-RA	36.14	27.8	31.97	5.89727055509581
Sm_t00007994-RA	42.49	44.11	43.3	1.14551298552221
Sm_t00007995-RA	43.01	34.56	38.785	5.97505230102632
Sm_t00007996-RA	30.13	46.97	38.55	11.9076781951815
Sm_t00007997-RA	72.1	66.67	69.385	3.83958982184295
Sm_t00008001-RA	34.84	25.31	30.075	6.7387276247078
Sm_t00008005-RA	24.1	13.72	18.91	7.33976838871636
Sm_t00008007-RA	5.75	3.59	4.67	1.52735064736294
Sm_t00008008-RA	18.27	13.62	15.945	3.28804653251745
Sm_t00008009-RA	27.1	28.26	27.68	0.820243866176395
Sm_t00008010-RA	59.44	55.56	57.5	2.7435743110038
Sm_t00008011-RA	41.4	46.6	44	3.67695526217005
Sm_t00008012-RA	100	69.23	84.615	21.7576756571101
Sm_t00008014-RA	36	38.46	37.23	1.73948268171891
Sm_t00008015-RA	19.81	22.72	21.265	2.05768073325285
Sm_t00008017-RA	15.45	45.27	30.36	21.0859242149828
Sm_t00008018-RA	19.55	20.1	19.825	0.388908729652602
Sm_t00008019-RA	13.76	16.29	15.025	1.78898015640196
Sm_t00008020-RA	13.95	17.82	15.885	2.73650324319194
Sm_t00008021-RA	18.18	13.24	15.71	3.49310749906154
Sm_t00008023-RA	48.52	29.62	39.07	13.3643181644258
Sm_t00008024-RA	48.14	17.68	32.91	21.5384725549422
Sm_t00008025-RA	19.45	18.3	18.875	0.813172798364529
Sm_t00008027-RA	15.61	18.72	17.165	2.19910208949016
Sm_t00008028-RA	34.97	27.53	31.25	5.26087445202791
Sm_t00008030-RA	25.86	21.6	23.73	3.01227488785469
Sm_t00008032-RA	23.71	31.05	27.38	5.19016377390926
Sm_t00008033-RA	33.17	50.78	41.975	12.4521504166951
Sm_t00008039-RA	24.56	34.47	29.515	7.00742820155869
Sm_t00008040-RA	27.01	9.28	18.145	12.5370032304375
Sm_t00008042-RA	17.65	5.54	11.595	8.56306312016909
Sm_t00008044-RA	14.48	11.71	13.095	1.95868578388674
Sm_t00008047-RA	27.1	19.86	23.48	5.11945309579061
Sm_t00008051-RA	46.45	42.07	44.26	3.09712770159708
Sm_t00008055-RA	53.07	38.76	45.915	10.1186980387795
Sm_t00008056-RA	23.92	24.68	24.3	0.537401153701775
Sm_t00008057-RA	24.6	22.85	23.725	1.23743686707646
Sm_t00008058-RA	62.65	51.11	56.88	8.16001225489276
Sm_t00008062-RA	50.69	33.02	41.855	12.4945768235663
Sm_t00008063-RA	63.3	40.15	51.725	16.3695219844686
Sm_t00008064-RA	37.9	53.12	45.51	10.7621652096593
Sm_t00008065-RA	5.75	5.23	5.49	0.367695526217004
Sm_t00008068-RA	0	8.33	4.165	5.89019948728394
Sm_t00008070-RA	32.04	32.79	32.415	0.530330085889911
Sm_t00008072-RA	16.93	14.81	15.87	1.49906637611548
Sm_t00008073-RA	37.3	19.72	28.51	12.4309372132595
Sm_t00008074-RA	27.13	19.16	23.145	5.63564104605678
Sm_t00008076-RA	10.13	12.3	11.215	1.53442171517481
Sm_t00008078-RA	6.37	8.32	7.345	1.37885822331377
Sm_t00008081-RA	26.48	16.46	21.47	7.08520994748921
Sm_t00008083-RA	17.77	18.15	17.96	0.268700576850887
Sm_t00008084-RA	26.27	17.91	22.09	5.91141269071954
Sm_t00008086-RA	18.37	17.02	17.695	0.95459415460184
Sm_t00008089-RA	36.54	24.24	30.39	8.69741340859454
Sm_t00008091-RA	16.75	18.73	17.74	1.40007142674936
Sm_t00008092-RA	17.25	22.87	20.06	3.9739401102684
Sm_t00008093-RA	31.59	31.59	31.59	0
Sm_t00008095-RA	16.67	18.18	17.425	1.06773123959169
Sm_t00008099-RA	27.16	22.09	24.625	3.5850313806158
Sm_t00008103-RA	23.06	44.11	33.585	14.8845977439768
Sm_t00008105-RA	27.04	25.81	26.425	0.869741340859454
Sm_t00008106-RA	10.49	30.08	20.285	13.8522218434445
Sm_t00008107-RA	17.67	23.8	20.735	4.33456456867354
Sm_t00008109-RA	9.22	6.69	7.955	1.78898015640197
Sm_t00008110-RA	16	7.41	11.705	6.07404725039244
Sm_t00008111-RA	35.48	42.98	39.23	5.30330085889911
Sm_t00008113-RA	24.34	24.97	24.655	0.445477272147524
Sm_t00008114-RA	4.3	3.6	3.95	0.494974746830583
Sm_t00008120-RA	56.55	59.36	57.955	1.9869700551342
Sm_t00008122-RA	61.42	52.41	56.915	6.3710320984908
Sm_t00008124-RA	14.07	16.11	15.09	1.44249783362056
Sm_t00008125-RA	42.69	39.29	40.99	2.40416305603426
Sm_t00008126-RA	38.8	26.57	32.685	8.64791593391147
Sm_t00008127-RA	5.47	2.85	4.16	1.85261976670875
Sm_t00008128-RA	12.18	13.75	12.965	1.11015764646288
Sm_t00008130-RA	68.59	64.18	66.385	3.11834090503267
Sm_t00008134-RA	32.8	28.67	30.735	2.92035100630044
Sm_t00008135-RA	14.48	14.36	14.42	0.0848528137423864
Sm_t00008136-RA	21.04	16.54	18.79	3.18198051533946
Sm_t00008139-RA	41.79	28.28	35.035	9.55301261383026
Sm_t00008140-RA	48.75	34.79	41.77	9.8712106653642
Sm_t00008142-RA	47.54	54.25	50.895	4.74468650176173
Sm_t00008143-RA	29.56	35.24	32.4	4.01636651713959
Sm_t00008145-RA	19.48	18.52	19	0.678822509939086
Sm_t00008146-RA	9.5	28.09	18.795	13.1451150622579
Sm_t00008147-RA	31.37	44.69	38.03	9.41866232540481
Sm_t00008148-RA	100	100	100	0
Sm_t00008152-RA	33.91	35.77	34.84	1.31521861300698
Sm_t00008153-RA	30.14	42.91	36.525	9.02975359575221
Sm_t00008154-RA	38.25	38.92	38.585	0.473761543394988
Sm_t00008160-RA	25.83	35.38	30.605	6.75286976033153
Sm_t00008163-RA	11.37	21.43	16.4	7.11349421873667
Sm_t00008164-RA	19.59	24.54	22.065	3.50017856687341
Sm_t00008168-RA	16.55	14.89	15.72	1.17379725676967
Sm_t00008170-RA	33.95	33.1	33.525	0.601040764008566
Sm_t00008171-RA	22.12	13.79	17.955	5.89019948728394
Sm_t00008173-RA	17.59	22.74	20.165	3.64159992311072
Sm_t00008175-RA	62.7	60.53	61.615	1.53442171517481
Sm_t00008176-RA	52.27	62.08	57.175	6.93671752344003
Sm_t00008177-RA	31.45	24.95	28.2	4.59619407771256
Sm_t00008178-RA	10.16	19.03	14.595	6.27203714912468
Sm_t00008187-RA	59.12	52.48	55.8	4.69518902707868
Sm_t00008193-RA	18.29	16.86	17.575	1.01116269709676
Sm_t00008194-RA	12.21	12.2	12.205	0.00707106781186658
Sm_t00008196-RA	36.74	32.06	34.4	3.30925973595304
Sm_t00008197-RA	27.81	22.16	24.985	3.99515331370399
Sm_t00008200-RA	68.1	69.97	69.035	1.32228968081885
Sm_t00008201-RA	28.27	22.93	25.6	3.77595021153616
Sm_t00008202-RA	47.21	47.31	47.26	0.0707106781186558
Sm_t00008203-RA	48.62	47.61	48.115	0.714177848998412
Sm_t00008206-RA	40.58	21.52	31.05	13.4774552494156
Sm_t00008207-RA	45.45	15.66	30.555	21.0647110115473
Sm_t00008208-RA	72.9	61.88	67.39	7.79231672867576
Sm_t00008210-RA	29.45	20.69	25.07	6.19425540319416
Sm_t00008213-RA	71.98	61.41	66.695	7.47411867714181
Sm_t00008214-RA	9.27	8.11	8.69	0.820243866176395
Sm_t00008216-RA	8.91	11.71	10.31	1.97989898732233
Sm_t00008217-RA	45.95	52.37	49.16	4.53962553521763
Sm_t00008218-RA	23.05	19.15	21.1	2.75771644662754
Sm_t00008220-RA	24.72	19.37	22.045	3.78302127934803
Sm_t00008221-RA	30.11	25.15	27.63	3.50724963468528
Sm_t00008225-RA	23.39	16.21	19.8	5.07702668891941
Sm_t00008226-RA	31.91	35.51	33.71	2.54558441227157
Sm_t00008229-RA	33.36	50.11	41.735	11.8440385848747
Sm_t00008234-RA	18.84	17.29	18.065	1.09601551083915
Sm_t00008235-RA	47.24	57.59	52.415	7.31855518528077
Sm_t00008238-RA	23.42	32.88	28.15	6.68923015002474
Sm_t00008239-RA	21.66	23.96	22.81	1.62634559672906
Sm_t00008240-RA	15.2	9.76	12.48	3.84666088965482
Sm_t00008241-RA	21.66	16.69	19.175	3.51432070249714
Sm_t00008242-RA	41.28	54.12	47.7	9.07925107043527
Sm_t00008244-RA	26.97	22.48	24.725	3.1749094475276
Sm_t00008245-RA	14.61	14.05	14.33	0.395979797464466
Sm_t00008248-RA	79.63	62.5	71.065	12.1127391617256
Sm_t00008253-RA	21.2	45.67	33.435	17.3029029356348
Sm_t00008254-RA	100	100	100	0
Sm_t00008255-RA	43.78	49.71	46.745	4.19314321243623
Sm_t00008256-RA	19.88	15.35	17.615	3.20319371877506
Sm_t00008257-RA	36.94	21.43	29.185	10.9672261762034
Sm_t00008258-RA	18.67	22.76	20.715	2.89206673505298
Sm_t00008261-RA	29.48	26.1	27.79	2.39002092041053
Sm_t00008262-RA	21.48	28.44	24.96	4.92146319705837
Sm_t00008265-RA	27.97	21.9	24.935	4.29213816180234
Sm_t00008267-RA	13.87	9.86	11.865	2.83549819255806
Sm_t00008268-RA	19.17	15.67	17.42	2.47487373415292
Sm_t00008270-RA	23.52	17.31	20.415	4.39113311116846
Sm_t00008271-RA	19.07	22	20.535	2.07182286887658
Sm_t00008272-RA	38.35	44.46	41.405	4.3204224330498
Sm_t00008273-RA	12.53	21.98	17.255	6.68215908221288
Sm_t00008274-RA	33.88	49.49	41.685	11.037936854322
Sm_t00008275-RA	3.78	5	4.39	0.862670273047588
Sm_t00008277-RA	39.3	25	32.15	10.1116269709676
Sm_t00008278-RA	29.46	53.44	41.45	16.9564206128534
Sm_t00008281-RA	40.05	36.84	38.445	2.26981276760881
Sm_t00008282-RA	50	54.43	52.215	3.13248304065641
Sm_t00008283-RA	12.79	16.17	14.48	2.39002092041053
Sm_t00008284-RA	15.39	14.32	14.855	0.756604255869606
Sm_t00008285-RA	10.25	5.52	7.885	3.34461507501237
Sm_t00008288-RA	24.78	33.36	29.07	6.06697618258058
Sm_t00008289-RA	13.99	23.48	18.735	6.71044335346034
Sm_t00008290-RA	32.28	46.07	39.175	9.75100251256249
Sm_t00008291-RA	41.8	16.62	29.21	17.8049487502773
Sm_t00008292-RA	17.58	27.08	22.33	6.7175144212722
Sm_t00008293-RA	23.81	7.69	15.75	11.3985613127271
Sm_t00008296-RA	17.56	44.28	30.92	18.8938931933045
Sm_t00008298-RA	22.35	18.17	20.26	2.95570634535977
Sm_t00008299-RA	73.07	71.44	72.255	1.15258405333407
Sm_t00008303-RA	26.08	19.49	22.785	4.65983368801935
Sm_t00008304-RA	44.47	35.63	40.05	6.25082394568908
Sm_t00008305-RA	44.69	44.28	44.485	0.289913780286482
Sm_t00008308-RA	44.57	17.72	31.145	18.9858170748588
Sm_t00008309-RA	46.72	34.81	40.765	8.42164176393178
Sm_t00008310-RA	35.26	22.36	28.81	9.12167747730646
Sm_t00008314-RA	29.58	19.72	24.65	6.97207286249936
Sm_t00008321-RA	20.51	24.04	22.275	2.49608693758851
Sm_t00008322-RA	18.3	19.61	18.955	0.926309883354376
Sm_t00008325-RA	41.5	38.21	39.855	2.32638131010374
Sm_t00008326-RA	63.05	100	81.525	26.1275955648429
Sm_t00008329-RA	52.6	44.92	48.76	5.43058007951269
Sm_t00008333-RA	15.53	25.3	20.415	6.90843325219257
Sm_t00008336-RA	22.88	25.52	24.2	1.86676190233249
Sm_t00008337-RA	14.83	15.59	15.21	0.537401153701776
Sm_t00008344-RA	100	100	100	0
Sm_t00008348-RA	10.48	12.95	11.715	1.74655374953077
Sm_t00008349-RA	58.08	55.86	56.97	1.56977705423413
Sm_t00008350-RA	20.45	22.89	21.67	1.72534054609518
Sm_t00008351-RA	100	100	100	0
Sm_t00008363-RA	30.06	17.14	23.6	9.13581961293019
Sm_t00008365-RA	66.64	73.3	69.97	4.7093311627024
Sm_t00008366-RA	22.71	12.5	17.605	7.21956023591465
Sm_t00008368-RA	8.5	17.04	12.77	6.03869191133312
Sm_t00008371-RA	25.72	12.67	19.195	9.22774349448444
Sm_t00008372-RA	17.86	8.82	13.34	6.39224530192639
Sm_t00008373-RA	20.38	17.42	18.9	2.09303607231218
Sm_t00008376-RA	40.9	36.77	38.835	2.92035100630044
Sm_t00008377-RA	57.46	40.17	48.815	12.2258762467154
Sm_t00008378-RA	100	100	100	0
Sm_t00008382-RA	29.61	20.39	25	6.51952452253997
Sm_t00008383-RA	100	100	100	0
Sm_t00008385-RA	25.09	30.57	27.83	3.87494516090228
Sm_t00008387-RA	20.06	13.48	16.77	4.65276262020748
Sm_t00008390-RA	12.33	8.55	10.44	2.67286363288515
Sm_t00008391-RA	14.23	1.16	7.695	9.24188563010818
Sm_t00008392-RA	7.13	4.49	5.81	1.86676190233249
Sm_t00008397-RA	41.47	32.6	37.035	6.27203714912468
Sm_t00008398-RA	32.52	55.75	44.135	16.4260905269635
Sm_t00008400-RA	14.88	20.27	17.575	3.81130555059549
Sm_t00008402-RA	100	100	100	0
Sm_t00008403-RA	4.21	1.79	3	1.71119841047145
Sm_t00008404-RA	41.56	40.64	41.1	0.650538238691625
Sm_t00008435-RA	13.03	10.48	11.755	1.8031222920257
Sm_t00008436-RA	23.88	17.71	20.795	4.362848839921
Sm_t00008437-RA	8.25	1.71	4.98	4.62447834896002
Sm_t00008438-RA	17.05	6.27	11.66	7.62261110119098
Sm_t00008439-RA	34.58	25.34	29.96	6.5336666581637
