gene	bias1	bias2	mean	SD
Sm_t00008440-RA	57.22	66.57	61.895	6.61144840409422
Sm_t00008441-RA	24.27	18.42	21.345	4.1365746699413
Sm_t00008449-RA	14.86	9.18	12.02	4.01636651713959
Sm_t00008451-RA	28.38	35.52	31.95	5.04874241767195
Sm_t00008455-RA	53.12	42.54	47.83	7.48118974495367
Sm_t00008457-RA	34.3	11.09	22.695	16.4119483913398
Sm_t00008458-RA	29.83	5.33	17.58	17.3241161390704
Sm_t00008466-RA	11.54	12.9	12.22	0.961665222413705
Sm_t00008468-RA	10	13.78	11.89	2.67286363288515
Sm_t00008469-RA	14.45	15.15	14.8	0.494974746830584
Sm_t00008470-RA	31.69	27.83	29.76	2.72943217538008
Sm_t00008491-RA	59.39	63.57	61.48	2.95570634535977
Sm_t00008501-RA	31.28	26.05	28.665	3.69816846560564
Sm_t00008506-RA	26.37	30.23	28.3	2.72943217538007
Sm_t00008513-RA	15.92	15.8	15.86	0.0848528137423852
Sm_t00008515-RA	37.51	29.87	33.69	5.40229580826522
Sm_t00008517-RA	1.44	16.16	8.8	10.408611819066
Sm_t00008519-RA	13.68	14.56	14.12	0.622253967444162
Sm_t00008520-RA	18.97	19.26	19.115	0.205060966544101
Sm_t00008525-RA	100	100	100	0
Sm_t00008526-RA	23.77	12.68	18.225	7.84181420335881
Sm_t00008530-RA	26.56	18.65	22.605	5.59321463918559
Sm_t00008531-RA	66.84	54.97	60.905	8.39335749268432
Sm_t00008532-RA	100	67.89	83.945	22.7051987439
Sm_t00008534-RA	28.38	30.89	29.635	1.77483802077824
Sm_t00008535-RA	21.34	25.07	23.205	2.63750829382582
Sm_t00008541-RA	10.9	4.16	7.53	4.76589970519733
Sm_t00008542-RA	21.97	35.74	28.855	9.73686037693876
Sm_t00008544-RA	20.1	37.56	28.83	12.3460843995171
Sm_t00008546-RA	0	50	25	35.3553390593274
Sm_t00008547-RA	22.96	30.89	26.925	5.60735677480932
Sm_t00008554-RA	32.51	25.05	28.78	5.27501658765164
Sm_t00008555-RA	23.74	28.58	26.16	3.42239682094289
Sm_t00008557-RA	23.76	37.12	30.44	9.44694659665227
Sm_t00008559-RA	40.16	34.55	37.355	3.96686904245653
Sm_t00008561-RA	39.16	45.82	42.49	4.70933116270241
Sm_t00008562-RA	5.25	2.72	3.985	1.78898015640197
Sm_t00008563-RA	17.38	17.62	17.5	0.169705627484773
Sm_t00008567-RA	45.88	52.4	49.14	4.61033621333629
Sm_t00008583-RA	15.14	18.71	16.925	2.52437120883597
Sm_t00008584-RA	41.52	50.98	46.25	6.68923015002474
Sm_t00008589-RA	28.3	23.07	25.685	3.69816846560564
Sm_t00008594-RA	22.75	23.73	23.24	0.692964645562817
Sm_t00008595-RA	36.7	36.9	36.8	0.141421356237306
Sm_t00008596-RA	24.21	23.42	23.815	0.558614357137372
Sm_t00008597-RA	19.08	29.69	24.385	7.50240294838927
Sm_t00008599-RA	20.48	24.1	22.29	2.5597265478953
Sm_t00008605-RA	56.49	38.9	47.695	12.4380082810714
Sm_t00008607-RA	49.71	56	52.855	4.44770165366338
Sm_t00008608-RA	27.03	17.87	22.45	6.47709811566878
Sm_t00008615-RA	42.66	41.06	41.86	1.13137084989847
Sm_t00008625-RA	44.5	58.83	51.665	10.1328401744032
Sm_t00008626-RA	44.83	38.82	41.825	4.24971175493115
Sm_t00008627-RA	23.48	31.11	27.295	5.39522474045336
Sm_t00008642-RA	100	100	100	0
Sm_t00008643-RA	43.4	59.82	51.61	11.6106933470831
Sm_t00008650-RA	100	100	100	0
Sm_t00008669-RA	15.84	21.83	18.835	4.23556961930742
Sm_t00008670-RA	10.13	11.41	10.77	0.90509667991878
Sm_t00008671-RA	43.27	31.51	37.39	8.3155757467538
Sm_t00008672-RA	13.67	19.68	16.675	4.24971175493115
Sm_t00008673-RA	47.33	45.73	46.53	1.13137084989848
Sm_t00008678-RA	21.91	22.56	22.235	0.459619407771255
Sm_t00008680-RA	4.19	5.47	4.83	0.90509667991878
Sm_t00008682-RA	27.96	21.91	24.935	4.27799602617861
Sm_t00008684-RA	30.29	29.72	30.005	0.403050865276332
Sm_t00008687-RA	25.07	23.74	24.405	0.94045201897811
Sm_t00008689-RA	25.67	30.65	28.16	3.521391770309
Sm_t00008691-RA	27.62	19.03	23.325	6.07404725039244
Sm_t00008692-RA	24.3	31.05	27.675	4.7729707730092
Sm_t00008695-RA	49.06	46.14	47.6	2.06475180106472
Sm_t00008701-RA	8.86	3.36	6.11	3.88908729652601
Sm_t00008707-RA	21.4	23.63	22.515	1.576848122046
Sm_t00008710-RA	20.27	17	18.635	2.31223917448001
Sm_t00008722-RA	38.09	34.75	36.42	2.36173664916307
Sm_t00008726-RA	38.91	38.62	38.765	0.205060966544098
Sm_t00008736-RA	24.36	18.33	21.345	4.26385389055488
Sm_t00008739-RA	56.71	73.08	64.895	11.5753380080238
Sm_t00008745-RA	32.08	38.52	35.3	4.55376767084137
Sm_t00008748-RA	83.97	82.65	83.31	0.933380951166238
Sm_t00008749-RA	61.53	43.79	52.66	12.5440742982494
Sm_t00008750-RA	43.09	35.44	39.265	5.40936687607709
Sm_t00008753-RA	20.3	9.39	14.845	7.71453498274523
Sm_t00008754-RA	20.95	20.62	20.785	0.233345237791559
Sm_t00008755-RA	27.42	41.1	34.26	9.67322076663197
Sm_t00008756-RA	15.41	32.14	23.775	11.8298964492509
Sm_t00008759-RA	15.02	14.49	14.755	0.37476659402887
Sm_t00008771-RA	21.34	23.19	22.265	1.30814754519511
Sm_t00008778-RA	28.55	27.58	28.065	0.685893577750953
Sm_t00008780-RA	44.92	50.17	47.545	3.71231060122937
Sm_t00008785-RA	17.18	16.44	16.81	0.523259018078044
Sm_t00008791-RA	72.3	80.91	76.605	6.08818938601617
Sm_t00008792-RA	18.66	19.52	19.09	0.60811183182043
Sm_t00008796-RA	31.72	45.9	38.81	10.0267741572252
Sm_t00008803-RA	29.43	22.54	25.985	4.87196572237531
Sm_t00008806-RA	100	49.3	74.65	35.850313806158
Sm_t00008807-RA	18.1	32.86	25.48	10.4368960903134
Sm_t00008810-RA	26.32	36.36	31.34	7.09935208311294
Sm_t00008811-RA	49.77	46.08	47.925	2.60922402257836
Sm_t00008812-RA	19.29	16.32	17.805	2.10010714012405
Sm_t00008816-RA	100	76.11	88.055	16.8927810025466
Sm_t00008818-RA	16.87	5.33	11.1	8.16001225489276
Sm_t00008819-RA	31.4	47.32	39.36	11.2571399564898
Sm_t00008823-RA	32.71	21.95	27.33	7.60846896556725
Sm_t00008827-RA	31.46	33.63	32.545	1.53442171517481
Sm_t00008828-RA	23.77	14.31	19.04	6.68923015002474
Sm_t00008832-RA	7.14	21.77	14.455	10.3449722087592
Sm_t00008834-RA	40.65	20.63	30.64	14.1562777593547
Sm_t00008835-RA	24.48	41.86	33.17	12.2895158570222
Sm_t00008836-RA	25.25	37.93	31.59	8.96611398544542
Sm_t00008837-RA	63.72	56.05	59.885	5.42350901170082
Sm_t00008842-RA	20.57	27.25	23.91	4.72347329832614
Sm_t00008844-RA	30.02	20.31	25.165	6.86600684532138
Sm_t00008854-RA	31.6	27.04	29.32	3.22440692221066
Sm_t00008855-RA	20.64	30.23	25.435	6.78115403157899
Sm_t00008858-RA	36.58	58.75	47.665	15.6765573389058
Sm_t00008862-RA	38.06	35.29	36.675	1.95868578388674
Sm_t00008863-RA	32.72	27.85	30.285	3.44361002437848
Sm_t00008865-RA	57.23	55.45	56.34	1.25865007051205
Sm_t00008866-RA	46.67	44.34	45.505	1.64755880016465
Sm_t00008867-RA	14.45	16.77	15.61	1.64048773235279
Sm_t00008868-RA	0	16.13	8.065	11.405632380539
Sm_t00008870-RA	21.27	9.95	15.61	8.00444876303172
Sm_t00008877-RA	22.5	25	23.75	1.76776695296637
Sm_t00008878-RA	7.18	25.32	16.25	12.826917010724
Sm_t00008880-RA	43.18	62.08	52.63	13.3643181644257
Sm_t00008881-RA	34.85	42.93	38.89	5.7134227919873
Sm_t00008882-RA	3.68	0.98	2.33	1.90918830920368
Sm_t00008885-RA	100	100	100	0
Sm_t00008886-RA	32.59	15.38	23.985	12.1693077042205
Sm_t00008888-RA	44.46	31.85	38.155	8.91661651076236
Sm_t00008890-RA	36.68	41.21	38.945	3.20319371877506
Sm_t00008891-RA	19.01	39.31	29.16	14.3542676580869
Sm_t00008892-RA	61.67	63.42	62.545	1.23743686707646
Sm_t00008893-RA	44.05	44.38	44.215	0.233345237791564
Sm_t00008894-RA	12.53	15.14	13.835	1.84554869889689
Sm_t00008896-RA	44.45	26.87	35.66	12.4309372132595
Sm_t00008898-RA	25.74	20.09	22.915	3.99515331370399
Sm_t00008900-RA	12.5	26.83	19.665	10.1328401744032
Sm_t00008902-RA	13.91	16.48	15.195	1.81726442764943
Sm_t00008909-RA	8.76	38.57	23.665	21.078853147171
Sm_t00008912-RA	23.02	37.52	30.27	10.2530483272049
Sm_t00008913-RA	24.76	20.54	22.65	2.98399061660723
Sm_t00008926-RA	28.28	33.33	30.805	3.57088924499206
Sm_t00008940-RA	21.25	21.63	21.44	0.268700576850887
Sm_t00008946-RA	19.39	26.63	23.01	5.1194530957906
Sm_t00008947-RA	37.99	17.15	27.57	14.7361053199277
Sm_t00008948-RA	13.32	13.12	13.22	0.14142135623731
Sm_t00008951-RA	100	71.41	85.705	20.2161828741234
Sm_t00008952-RA	24.58	16.75	20.665	5.53664609669067
Sm_t00008953-RA	34.09	28.51	31.3	3.94565583902094
Sm_t00008954-RA	14.79	31.94	23.365	12.1268812973493
Sm_t00008958-RA	29.78	23.13	26.455	4.70226009489054
Sm_t00008962-RA	27.21	33.74	30.475	4.61740728114816
Sm_t00008965-RA	25.21	20.44	22.825	3.37289934625983
Sm_t00008966-RA	19.77	12.63	16.2	5.04874241767195
Sm_t00008967-RA	39.46	33.03	36.245	4.5466966030295
Sm_t00008973-RA	33.99	42.71	38.35	6.16597113194669
Sm_t00008979-RA	12.48	9.98	11.23	1.76776695296637
Sm_t00008980-RA	100	100	100	0
Sm_t00008982-RA	24.95	41.1	33.025	11.4197745161627
Sm_t00008987-RA	26.86	32.13	29.495	3.72645273685311
Sm_t00008996-RA	18.12	24.41	21.265	4.44770165366338
Sm_t00008998-RA	30.29	39.37	34.83	6.42052957317385
Sm_t00008999-RA	41.19	35.3	38.245	4.16485894118876
Sm_t00009003-RA	68.15	69.63	68.89	1.04651803615608
Sm_t00009004-RA	18.63	23.34	20.985	3.33047293938864
Sm_t00009005-RA	28.71	35.92	32.315	5.09823989235501
Sm_t00009006-RA	16.45	18.99	17.72	1.79605122421383
Sm_t00009007-RA	26.46	25.93	26.195	0.374766594028871
Sm_t00009008-RA	49.78	46.46	48.12	2.34759451353934
Sm_t00009009-RA	33.2	16.81	25.005	11.5894801436475
Sm_t00009011-RA	38.12	34.25	36.185	2.73650324319194
Sm_t00009012-RA	26.9	40.34	33.62	9.5035151391472
Sm_t00009023-RA	10.52	12.28	11.4	1.24450793488832
Sm_t00009030-RA	23.72	20.23	21.975	2.46780266634105
Sm_t00009033-RA	44.56	26.99	35.775	12.4238661454476
Sm_t00009040-RA	28.11	22.05	25.08	4.28506709399048
Sm_t00009048-RA	37.2	29.74	33.47	5.27501658765165
Sm_t00009058-RA	23.8	27.95	25.875	2.93449314192417
Sm_t00009064-RA	54.17	54.79	54.48	0.438406204335658
Sm_t00009067-RA	12.13	7.52	9.825	3.25976226126999
Sm_t00009068-RA	3.47	4.54	4.005	0.756604255869606
Sm_t00009069-RA	33.06	30.65	31.855	1.70412734265958
Sm_t00009071-RA	19.97	9.86	14.915	7.148849557796
Sm_t00009072-RA	24.17	13.71	18.94	7.39633693121129
Sm_t00009086-RA	22.17	6.56	14.365	11.037936854322
Sm_t00009094-RA	5.18	9.04	7.11	2.72943217538007
Sm_t00009097-RA	17	19.15	18.075	1.52027957955108
Sm_t00009099-RA	49.78	24	36.89	18.2292128189892
Sm_t00009101-RA	13.8	21.95	17.875	5.76292026667036
Sm_t00009102-RA	19.62	23.24	21.43	2.5597265478953
Sm_t00009106-RA	39.97	46.05	43.01	4.29920922961421
Sm_t00009107-RA	53.63	64.77	59.2	7.87716954241813
Sm_t00009111-RA	44.1	44.81	44.455	0.502045814642449
Sm_t00009119-RA	16.37	16.78	16.575	0.289913780286485
Sm_t00009128-RA	21.27	22.51	21.89	0.87681240867132
Sm_t00009131-RA	24.64	15.99	20.315	6.11647365726364
Sm_t00009139-RA	58.92	52.38	55.65	4.62447834896002
Sm_t00009142-RA	16.88	33.61	25.245	11.8298964492509
Sm_t00009143-RA	45.21	40.94	43.075	3.01934595566656
Sm_t00009144-RA	17.17	15.48	16.325	1.19501046020527
Sm_t00009145-RA	10.21	25.49	17.85	10.8045916165304
Sm_t00009148-RA	25.03	13.35	19.19	8.25900720425888
Sm_t00009149-RA	0	27.66	13.83	19.5585735676199
Sm_t00009152-RA	59.33	53.99	56.66	3.77595021153616
Sm_t00009154-RA	45.46	51.71	48.585	4.41941738241592
Sm_t00009155-RA	23.81	31.25	27.53	5.26087445202791
Sm_t00009156-RA	22.83	24.6	23.715	1.25157900270019
Sm_t00009157-RA	25.87	24.58	25.225	0.912167747730648
Sm_t00009159-RA	29.66	30.99	30.325	0.940452018978107
Sm_t00009161-RA	27.36	13.8	20.58	9.58836795288958
Sm_t00009162-RA	46.06	48.01	47.035	1.37885822331376
Sm_t00009163-RA	26.4	23.37	24.885	2.14253354699524
Sm_t00009164-RA	27.97	18.93	23.45	6.39224530192639
Sm_t00009165-RA	19.35	24.05	21.7	3.32340187157677
Sm_t00009166-RA	43.26	73.77	58.515	21.5738278940016
Sm_t00009168-RA	100	100	100	0
Sm_t00009170-RA	14.23	22.24	18.235	5.66392531730424
Sm_t00009171-RA	30.76	24.71	27.735	4.27799602617861
Sm_t00009180-RA	17.25	27.05	22.15	6.92964645562817
Sm_t00009183-RA	33.98	30.13	32.055	2.72236110756821
Sm_t00009184-RA	18.68	9.14	13.91	6.74579869251966
Sm_t00009185-RA	48.27	37.05	42.66	7.93373808491307
Sm_t00009186-RA	22.94	14.23	18.585	6.15890006413483
Sm_t00009189-RA	27.9	20.02	23.96	5.57200143574999
Sm_t00009190-RA	19.88	13.59	16.735	4.44770165366338
Sm_t00009191-RA	23.42	21.62	22.52	1.27279220613579
Sm_t00009192-RA	5.27	5.05	5.16	0.15556349186104
Sm_t00009194-RA	34.1	30.31	32.205	2.67993470069702
Sm_t00009195-RA	8.01	18.05	13.03	7.09935208311294
Sm_t00009197-RA	26.81	30.4	28.605	2.53851334445971
Sm_t00009198-RA	22.25	22.96	22.605	0.502045814642449
Sm_t00009199-RA	57.16	50.5	53.83	4.7093311627024
Sm_t00009203-RA	48.15	9.09	28.62	27.6195908731465
Sm_t00009204-RA	44.6	39.43	42.015	3.65574205873445
Sm_t00009206-RA	72.78	43.95	58.365	20.3858885016082
Sm_t00009209-RA	15.58	18.24	16.91	1.88090403795622
Sm_t00009213-RA	28.75	46.25	37.5	12.3743686707646
Sm_t00009214-RA	21.18	16.79	18.985	3.10419876940894
Sm_t00009216-RA	22.45	26.28	24.365	2.70821897194448
Sm_t00009218-RA	100	100	100	0
Sm_t00009219-RA	59.64	56.1	57.87	2.50315800540038
Sm_t00009220-RA	100	61.11	80.555	27.4993827203448
Sm_t00009222-RA	44.6	41.75	43.175	2.01525432638166
Sm_t00009223-RA	30.53	35.7	33.115	3.65574205873445
Sm_t00009224-RA	28.61	49.19	38.9	14.5522575568191
Sm_t00009225-RA	26.67	6.07	16.37	14.5663996924429
Sm_t00009227-RA	100	100	100	0
Sm_t00009230-RA	11.35	11.35	11.35	0
Sm_t00009231-RA	41.07	38.51	39.79	1.81019335983756
Sm_t00009232-RA	34.79	39.37	37.08	3.23854905783439
Sm_t00009238-RA	53.81	59.78	56.795	4.22142748368369
Sm_t00009241-RA	11.56	16.65	14.105	3.59917351623953
Sm_t00009242-RA	16.65	19.36	18.005	1.91625937701554
Sm_t00009243-RA	29.24	14.27	21.755	10.5853885143626
Sm_t00009244-RA	28.3	28.57	28.435	0.190918830920368
Sm_t00009245-RA	6.92	17.82	12.37	7.70746391493337
Sm_t00009248-RA	37.43	46.99	42.21	6.7599408281434
Sm_t00009249-RA	26.97	16.67	21.82	7.28319984622144
Sm_t00009250-RA	21.33	24.32	22.825	2.11424927574778
Sm_t00009252-RA	14.79	17.01	15.9	1.56977705423414
Sm_t00009253-RA	46.2	33.15	39.675	9.22774349448445
Sm_t00009258-RA	13.49	10.65	12.07	2.00818325856979
Sm_t00009259-RA	19.04	31.23	25.135	8.61963166266402
Sm_t00009261-RA	12.18	16.79	14.485	3.25976226126998
Sm_t00009265-RA	23.33	14.14	18.735	6.49831131910437
Sm_t00009272-RA	20.54	26.72	23.63	4.36991990773286
Sm_t00009273-RA	41.07	49.12	45.095	5.69220958855171
Sm_t00009276-RA	26.84	10.33	18.585	11.6743329573899
Sm_t00009280-RA	46.19	34.02	40.105	8.60548952704028
Sm_t00009282-RA	57.97	62.42	60.195	3.14662517628014
Sm_t00009323-RA	9.9	24.36	17.13	10.2247640559575
Sm_t00009325-RA	56.04	69.84	62.94	9.75807358037436
Sm_t00009326-RA	32.37	42.85	37.61	7.41047906683502
Sm_t00009328-RA	71.65	44.48	58.065	19.2120912448385
Sm_t00009332-RA	7.12	16.19	11.655	6.41345850536199
Sm_t00009333-RA	25.81	20.68	23.245	3.62745778748699
Sm_t00009334-RA	10.12	10.67	10.395	0.388908729652602
Sm_t00009336-RA	79.17	69.81	74.49	6.61851947190608
Sm_t00009337-RA	46.17	37.51	41.84	6.1235447250755
Sm_t00009339-RA	39.58	36.64	38.11	2.07889393668845
Sm_t00009354-RA	26.99	28.31	27.65	0.933380951166243
Sm_t00009356-RA	22.63	24.33	23.48	1.20208152801713
Sm_t00009357-RA	32.58	24.04	28.31	6.03869191133312
Sm_t00009361-RA	35.14	24.4	29.77	7.59432682994352
Sm_t00009362-RA	56.9	38.87	47.885	12.7491352647935
Sm_t00009363-RA	18.95	14.68	16.815	3.01934595566656
Sm_t00009365-RA	46.46	42.27	44.365	2.96277741317163
Sm_t00009366-RA	36.71	25.53	31.12	7.9054538136656
Sm_t00009368-RA	28.12	26.72	27.42	0.989949493661168
Sm_t00009371-RA	8.57	8.06	8.315	0.360624458405139
Sm_t00009373-RA	12.42	10.62	11.52	1.27279220613579
Sm_t00009374-RA	40.58	31.69	36.135	6.28617928474841
Sm_t00009375-RA	29.6	25.96	27.78	2.57386868351903
Sm_t00009376-RA	14.16	14.88	14.52	0.509116882454315
Sm_t00009378-RA	22.91	31.61	27.26	6.15182899632296
Sm_t00009381-RA	9.87	7.95	8.91	1.35764501987817
Sm_t00009388-RA	47.94	40.27	44.105	5.42350901170082
Sm_t00009389-RA	20.66	16.99	18.825	2.59508188695463
Sm_t00009393-RA	100	73.33	86.665	18.8585378542452
Sm_t00009394-RA	12.73	21.03	16.88	5.86898628384835
Sm_t00009398-RA	38.13	35.93	37.03	1.55563491861041
Sm_t00009399-RA	53.08	100	76.54	33.1774501732728
Sm_t00009404-RA	42.6	47.28	44.94	3.30925973595304
Sm_t00009405-RA	32.37	39.07	35.72	4.73761543394987
Sm_t00009406-RA	24	33.97	28.985	7.04985460842988
Sm_t00009407-RA	27.5	26.92	27.21	0.410121933088196
Sm_t00009410-RA	14.32	12.71	13.515	1.13844191771034
Sm_t00009412-RA	23.06	38.01	30.535	10.5712463787389
Sm_t00009413-RA	44.94	61.29	53.115	11.5611958724001
Sm_t00009414-RA	37.47	27.89	32.68	6.77408296376712
Sm_t00009422-RA	39.71	18.14	28.925	15.2522932701938
Sm_t00009424-RA	40.68	52.56	46.62	8.40042856049619
Sm_t00009427-RA	49.78	36.03	42.905	9.72271824131503
Sm_t00009428-RA	25.61	27.52	26.565	1.35057395206631
Sm_t00009429-RA	49.4	41.38	45.39	5.67099638511611
Sm_t00009450-RA	27.01	26.09	26.55	0.650538238691625
Sm_t00009451-RA	13.3	20.83	17.065	5.3245140623347
Sm_t00009452-RA	19.06	13.58	16.32	3.87494516090228
Sm_t00009457-RA	34.15	56.3	45.225	15.662415203282
Sm_t00009463-RA	40.06	37.21	38.635	2.01525432638166
Sm_t00009464-RA	40.88	38.06	39.47	1.99404112294606
Sm_t00009465-RA	35.14	33.02	34.08	1.49906637611548
Sm_t00009466-RA	41.39	37.37	39.38	2.84256926036992
Sm_t00009469-RA	37.84	38.71	38.275	0.615182899632295
Sm_t00009470-RA	32	44.3	38.15	8.69741340859453
Sm_t00009474-RA	30.03	49.78	39.905	13.9653589284343
Sm_t00009475-RA	31.25	26.47	28.86	3.3799704140717
Sm_t00009476-RA	26.96	25.3	26.13	1.17379725676967
Sm_t00009477-RA	47.61	59.12	53.365	8.13879905145716
Sm_t00009478-RA	35.03	26.44	30.735	6.07404725039244
Sm_t00009479-RA	15.94	14.93	15.435	0.714177848998413
Sm_t00009482-RA	23.08	25.97	24.525	2.04353859762912
Sm_t00009483-RA	31.34	16.18	23.76	10.7197388027881
Sm_t00009484-RA	17.42	19.46	18.44	1.44249783362056
Sm_t00009490-RA	100	3.03	51.515	68.5681445716595
Sm_t00009503-RA	26.17	18.07	22.12	5.72756492761104
Sm_t00009506-RA	52.72	56.85	54.785	2.92035100630044
Sm_t00009509-RA	43.81	65.2	54.505	15.1250140495803
Sm_t00009514-RA	12	29.41	20.705	12.3107290604578
Sm_t00009518-RA	39.09	17.97	28.53	14.9340952186599
Sm_t00009519-RA	41.5	51.24	46.37	6.88722004875697
Sm_t00009520-RA	38.97	37.21	38.09	1.24450793488832
Sm_t00009522-RA	13.07	14.19	13.63	0.791959594928933
Sm_t00009523-RA	22.53	35.3	28.915	9.02975359575221
Sm_t00009527-RA	20.01	7.76	13.885	8.66205806953521
Sm_t00009529-RA	40.47	27.54	34.005	9.14289068074206
Sm_t00009535-RA	33.35	28.55	30.95	3.39411254969543
Sm_t00009549-RA	27.22	35.76	31.49	6.03869191133312
Sm_t00009550-RA	45.28	51.83	48.555	4.63154941677188
Sm_t00009554-RA	31.21	26.22	28.715	3.52846283812087
Sm_t00009558-RA	33.32	40.81	37.065	5.29622979108724
Sm_t00009559-RA	24.88	36.55	30.715	8.25193613644701
Sm_t00009560-RA	11.89	10.84	11.365	0.742462120245875
Sm_t00009561-RA	46.63	35.68	41.155	7.7428192539927
Sm_t00009562-RA	45.63	76.99	61.31	22.1748686580101
Sm_t00009563-RA	75.74	84	79.87	5.84070201260089
Sm_t00009566-RA	57.29	33.33	45.31	16.9422784772297
Sm_t00009568-RA	54.72	57.72	56.22	2.12132034355964
Sm_t00009569-RA	29.31	26	27.655	2.34052344572747
Sm_t00009570-RA	66.07	66	66.035	0.0494974746830535
Sm_t00009572-RA	27.47	20.09	23.78	5.21844804515672
Sm_t00009574-RA	35.06	47.19	41.125	8.57720525579282
Sm_t00009575-RA	20.31	26.77	23.54	4.5679098064651
Sm_t00009576-RA	18.23	30.22	24.225	8.4782103064267
Sm_t00009577-RA	21.05	23.38	22.215	1.64755880016465
Sm_t00009578-RA	21.18	12.7	16.94	5.99626550446192
Sm_t00009579-RA	22.73	13.4	18.065	6.59730626847049
Sm_t00009581-RA	74.84	70.8	72.82	2.85671139599366
Sm_t00009583-RA	18.81	27.86	23.335	6.39931636973826
Sm_t00009585-RA	31.92	41.92	36.92	7.07106781186548
Sm_t00009586-RA	27.72	10.57	19.145	12.1268812973493
Sm_t00009587-RA	16.33	18.08	17.205	1.23743686707646
Sm_t00009589-RA	20.62	17.87	19.245	1.94454364826301
Sm_t00009591-RA	28.86	31.75	30.305	2.04353859762912
Sm_t00009592-RA	15.03	12.33	13.68	1.90918830920368
Sm_t00009593-RA	36.25	39.52	37.885	2.31223917448001
Sm_t00009594-RA	13.04	13.74	13.39	0.494974746830584
Sm_t00009595-RA	31.95	25.18	28.565	4.78711290863293
Sm_t00009598-RA	16.95	24.99	20.97	5.68513852073984
Sm_t00009599-RA	20.37	19.7	20.035	0.473761543394988
Sm_t00009600-RA	58.62	30.91	44.765	19.5939289066792
Sm_t00009601-RA	33.43	42.73	38.08	6.57609306503489
Sm_t00009602-RA	27.36	27.64	27.5	0.197989898732234
Sm_t00009603-RA	20.57	22.01	21.29	1.01823376490863
Sm_t00009605-RA	38.3	45.79	42.045	5.29622979108724
Sm_t00009606-RA	29.87	27.67	28.77	1.5556349186104
Sm_t00009607-RA	34.52	58.89	46.705	17.2321922575162
Sm_t00009608-RA	57.97	54.32	56.145	2.5809397513309
Sm_t00009609-RA	17.92	21.32	19.62	2.40416305603426
Sm_t00009610-RA	22.47	36.85	29.66	10.1681955134626
Sm_t00009614-RA	44.59	39.55	42.07	3.5638181771802
Sm_t00009616-RA	10.98	14.39	12.685	2.41123412384613
Sm_t00009617-RA	27.62	27.87	27.745	0.176776695296637
Sm_t00009619-RA	11.31	6.85	9.08	3.153696244092
Sm_t00009622-RA	35.58	30.84	33.21	3.35168614282423
Sm_t00009624-RA	37.48	36	36.74	1.04651803615609
Sm_t00009625-RA	28.06	15.88	21.97	8.61256059485215
Sm_t00009627-RA	28.45	18.47	23.46	7.05692567624174
Sm_t00009629-RA	58.93	54.92	56.925	2.83549819255805
Sm_t00009630-RA	14.79	18.29	16.54	2.47487373415292
Sm_t00009631-RA	20.09	22.7	21.395	1.84554869889689
Sm_t00009632-RA	20.07	21.02	20.545	0.67175144212722
Sm_t00009634-RA	37.37	42.49	39.93	3.62038671967513
Sm_t00009635-RA	16.57	11.59	14.08	3.52139177030901
Sm_t00009636-RA	39.17	42.48	40.825	2.34052344572747
Sm_t00009640-RA	21.29	21.38	21.335	0.0636396103067892
Sm_t00009641-RA	13.49	10.55	12.02	2.07889393668845
Sm_t00009647-RA	39.72	49.02	44.37	6.57609306503489
Sm_t00009648-RA	40.5	20.28	30.39	14.297699115592
Sm_t00009649-RA	24.94	21.03	22.985	2.7647875144394
Sm_t00009652-RA	50.9	41	45.95	7.00035713374682
Sm_t00009653-RA	28.6	15.32	21.96	9.39037805415735
Sm_t00009656-RA	11.15	4.45	7.8	4.73761543394987
Sm_t00009658-RA	20.43	28.4	24.415	5.63564104605678
Sm_t00009659-RA	68.73	63.09	65.91	3.98808224589213
Sm_t00009660-RA	21.28	17.75	19.515	2.49608693758851
Sm_t00009661-RA	30.17	26.14	28.155	2.84964032818179
Sm_t00009662-RA	30.23	24.92	27.575	3.75473700810057
Sm_t00009663-RA	24.39	38.19	31.29	9.75807358037435
Sm_t00009666-RA	30.54	27.76	29.15	1.9657568516986
Sm_t00009667-RA	33.1	33.79	33.445	0.487903679018716
Sm_t00009671-RA	14.37	20.7	17.535	4.47598592491085
Sm_t00009673-RA	16.92	18.05	17.485	0.799030662740798
Sm_t00009674-RA	21.45	7.95	14.7	9.54594154601839
Sm_t00009675-RA	18.05	9.59	13.82	5.98212336883819
Sm_t00009693-RA	34.61	40.93	37.77	4.46891485709898
Sm_t00009694-RA	16.48	40.87	28.675	17.2463343931399
Sm_t00009695-RA	12.7	14.78	13.74	1.47078210486802
Sm_t00009696-RA	15.84	16.48	16.16	0.452548339959391
Sm_t00009701-RA	32.64	28.11	30.375	3.20319371877506
Sm_t00009717-RA	26.87	27.86	27.365	0.700035713374681
Sm_t00009719-RA	37.59	23.93	30.76	9.65907863100824
Sm_t00009722-RA	18.59	18.2	18.395	0.275771644662754
Sm_t00009723-RA	25.48	19.7	22.59	4.08707719525825
Sm_t00009725-RA	31.82	40.53	36.175	6.15890006413483
Sm_t00009726-RA	14.48	17.37	15.925	2.04353859762912
Sm_t00009727-RA	25.22	30.52	27.87	3.7476659402887
Sm_t00009728-RA	14.85	7.14	10.995	5.45179328294828
Sm_t00009731-RA	25.72	23.43	24.575	1.61927452891719
Sm_t00009740-RA	15.6	15.79	15.695	0.134350288425444
